identifier	name	homepage	description	pattern	example	email	uri_format	download.owl	download.obo	synonyms	deprecated	aberowl	agroportal	bartoc	biocontext	bioportal	cellosaurus	cheminf	cropoct	ecoportal	edam	hl7	integbio	lov	miriam	n2t	obofoundry	ols	ontobee	pathguide	prefixcc	prefixcommons	re3data	rrid	togoid	uniprot	wikidata	zazuko	part_of	provides	has_canonical
aspgd.protein	AspGD Protein	http://www.aspgd.org/	The Aspergillus Genome Database (AspGD) is a repository for information relating to fungi of the genus Aspergillus, which includes organisms of clinical, agricultural and industrial importance. AspGD facilitates comparative genomics by providing a full-featured genomics viewer, as well as matched and standardized sets of genomic information for the sequenced aspergilli. This collection references protein information.	^[A-Za-z_0-9]+$	ASPL0000349247		http://www.aspergillusgenome.org/cgi-bin/protein/proteinPage.pl?dbid=$1				False				ASPGD.PROTEIN										aspgd.protein	aspgd.protein															
asrp	Arabidopsis Small RNA Project	https://asrp.danforthcenter.org/	Arabidopsis Small RNA Project is a repository of data on Arabidopsis small RNA genes.		ASRP1423	kasschau@cgrb.oregonstate.edu	http://asrp.cgrb.oregonstate.edu/db/sRNAdisplay.html?ASRP_id=$1				False																					asrp									
astd	ASTD	http://www.ebi.ac.uk/astd/	Identifier of an object from the ASTD database.		ENSG00000136147		http://www.ebi.ac.uk/astd/geneview.html?acc=$1				True										2367											astd								ensembl	
asteraceaegd.genome	Asteraceae Genome Database	https://cbcb.cdutcm.edu.cn/AGD/	The AGD is an integrated database resource dedicated to collecting the genomic-related data of the Asteraceae family. This collection refers to the genomic data of Asteraceae species.	^\d{4}$	0002	greatchen@cdutcm.edu.cn	https://cbcb.cdutcm.edu.cn/AGD/genome/details/?id=$1				False																														
asteraceaegd.plant	Asteraceae Genome Database	https://cbcb.cdutcm.edu.cn/AGD/	The AGD is an integrated database resource dedicated to collecting the genomic-related data of the Asteraceae family. This collections refers to the broader phenotypic and genetic resources of Asteraceae plants.	^\d{4}$	0016	greatchen@cdutcm.edu.cn	https://cbcb.cdutcm.edu.cn/AGD/plant/details/?id=$1				False																														
atc	Anatomical Therapeutic Chemical Classification System	http://www.whocc.no/atc_ddd_index/	The Anatomical Therapeutic Chemical (ATC) classification system, divides active substances into different groups according to the organ or system on which they act and their therapeutic, pharmacological and chemical properties. Drugs are classified in groups at five different levels;  Drugs are divided into fourteen main groups (1st level), with pharmacological/therapeutic subgroups (2nd level).  The 3rd and 4th levels are chemical/pharmacological/therapeutic subgroups and the 5th level is the chemical substance. The Anatomical Therapeutic Chemical (ATC) classification system and the Defined Daily Dose (DDD) is a tool for exchanging and comparing data on drug use at international, national or local levels.	^[A-Z](\d+([A-Z]{1,2}(\d+)?)?)?$	A10BA02	whocc@fhi.no	http://www.whocc.no/atc_ddd_index/?code=$1			ATC_code|ATTC	False	ATC		449	ATC	ATC					3103	2.16.840.1.113883.6.73			atc	atc						atc			Atc		P267				
atcc	American Type Culture Collection	https://www.lgcstandards-atcc.org	The American Type Culture Collection (ATCC) is a private, nonprofit biological resource center whose mission focuses on the acquisition, authentication, production, preservation, development and distribution of standard reference microorganisms, cell lines and other materials for research in the life sciences.	^([a-zA-Z]+-)?\d+(\.\d)?$	11303		https://www.atcc.org/products/$1			ATCC|ATCC number|ATCC(dna)|ATCC(in host)	False				ATCC		ATCC					2.16.840.1.113883.6.77			atcc	atcc															
atcvet	Anatomical Therapeutic Chemical Vetinary	http://www.whocc.no/atcvet/atcvet_index/	The ATCvet system for the classification of veterinary medicines is based on the same overall principles as the ATC system for substances used in human medicine. In ATCvet systems, preparations are divided into groups, according to their therapeutic use. First, they are divided into 15 anatomical groups (1st level), classified as QA-QV in the ATCvet system, on the basis of their main therapeutic use.	^Q[A-Z0-9]+$	QJ51RV02		http://www.whocc.no/atcvet/atcvet_index/?code=$1				False				ATCVET										atcvet	atcvet															
atfdb.family	Animal TFDB Family	http://www.bioguo.org/AnimalTFDB/family_index.php	The Animal Transcription Factor DataBase (AnimalTFDB) classifies TFs in sequenced animal genomes, as well as collecting the transcription co-factors and chromatin remodeling factors of those genomes. This collections refers to transcription factor families, and the species in which they are found.	^\w+$	CUT		http://www.bioguo.org/AnimalTFDB/family.php?fam=$1				False				ATFDB.FAMILY										atfdb.family	atfdb.family															
ato	Amphibian taxonomy	http://www.amphibanat.org	Amphibian Taxonomy Ontology is an ontology of Amphibian species and genres. It is being integrated into UBERON resource	^\d{7}$	0000000	david.c.blackburn@gmail.com	http://purl.obolibrary.org/obo/ATO_$1				True	ATO			ATO	ATO											ato														
atol	Animal Trait Ontology for Livestock	http://www.atol-ontology.com	ATOL (Animal Trait Ontology for Livestock) is an ontology of characteristics defining phenotypes of livestock in their environment (EOL). ATOL aims to: - provide a reference ontology of phenotypic traits of farm animals for the international scientificand educational - communities, farmers, etc.; - deliver this reference ontology in a language which can be used by computers in order to support database management, semantic analysis and modeling; - represent traits as generic as possible for livestock vertebrates; - make the ATOL ontology as operational as possible and closely related to measurement techniques; - structure the ontology in relation to animal production.	^\d{7}$	0002233	pylebail@rennes.inra.fr	http://opendata.inra.fr/ATOL/ATOL_$1	http://sicpa-web.cati.inrae.fr/ontologies/visualisation/ontologie/atol/creation_fichier_owl.php?filename=atol.owl			False	ATOL	ATOL			ATOL												atol													
autdb	AutDB	http://autism.mindspec.org/autdb/	AutDB is a curated database for autism research. It is built on information extracted from the studies on molecular genetics and biology of Autism Spectrum Disorders (ASD). The four modules of AutDB include information on Human Genes, Animal models, Protein Interactions (PIN) and Copy Number Variants (CNV) respectively. It provides an annotated list of ASD candidate genes in the form of reference dataset for interrogating molecular mechanisms underlying the disorder.	^[A-Z]+[A-Z-0-9]{2,}$	ADA		http://autism.mindspec.org/GeneDetail/$1				False				AUTDB										autdb	autdb															
authenticus	Authenticus ID	https://www.authenticus.pt	ID of a researcher in Authenticus website	^[A-Z]-[0-9A-Z]{3}-[0-9A-Z]{3}$	P-008-GD6		https://www.authenticus.pt/$1				False																										P7834				
authorea.author	Authorea author ID	https://www.authorea.com	identifier for an author on the Authorea writing service	^[1-9]\d*$	229233		https://www.authorea.com/users/$1				False																										P5039				
babelon	Babelon	https://monarch-initiative.github.io/babelon/	Babelon is a simple standard for managing ontology translations and language profiles. Profiles are managed as TSV files, see for example https://github.com/obophenotype/hpo-translations/tree/main/babelon. The goal of Babelon as a data model and vocabulary is to capture the minimum data required to capture important metadata such as confidence and precision of translation.	^[a-z][a-z0-9_]+[a-z0-9]$	translation_language	nicolas.matentzoglu@gmail.com	https://w3id.org/babelon/$1				False																														
bacdive	BacDive	https://bacdive.dsmz.de/	BacDive—the Bacterial Diversity Metadatabase merges detailed strain-linked information on the different aspects of bacterial and archaeal biodiversity.	^[0-9]+$	131392	lorenz.reimer@dsmz.de	https://bacdive.dsmz.de/strain/$1				False														bacdive	bacdive							r3d100013060				P2946				
bacmap.biog	BacMap Biography	http://bacmap.wishartlab.com/	BacMap is an electronic, interactive atlas of fully sequenced bacterial genomes. It contains labeled, zoomable and searchable chromosome maps for sequenced prokaryotic (archaebacterial and eubacterial) species. Each map can be zoomed to the level of individual genes and each gene is hyperlinked to a richly annotated gene card. All bacterial genome maps are supplemented with separate prophage genome maps as well as separate tRNA and rRNA maps. Each bacterial chromosome entry in BacMap contains graphs and tables on a variety of gene and protein statistics. Likewise, every bacterial species entry contains a bacterial 'biography' card, with taxonomic details, phenotypic details, textual descriptions and images. This collection references 'biography' information.	^\d+$	1050		http://bacmap.wishartlab.com/organisms/$1				False				BACMAP.BIOG										bacmap.biog	bacmap.biog															
bacmap.map	BacMap Map	http://bacmap.wishartlab.com/	BacMap is an electronic, interactive atlas of fully sequenced bacterial genomes. It contains labeled, zoomable and searchable chromosome maps for sequenced prokaryotic (archaebacterial and eubacterial) species. Each map can be zoomed to the level of individual genes and each gene is hyperlinked to a richly annotated gene card. All bacterial genome maps are supplemented with separate prophage genome maps as well as separate tRNA and rRNA maps. Each bacterial chromosome entry in BacMap contains graphs and tables on a variety of gene and protein statistics. Likewise, every bacterial species entry contains a bacterial 'biography' card, with taxonomic details, phenotypic details, textual descriptions and images. This collection references genome map information.	^\w+(\_)?\d+(\.\d+)?$	AP011135		http://bacmap.wishartlab.com/maps/$1/index.html				False				BACMAP.MAP										bacmap.map	bacmap.map															
bactibase	Bactibase	http://bactibase.hammamilab.org	Bactibase is a database describing the physical and chemical properties of bacteriocins from gram-negative and gram-positive bacteria.		BAC045	ismail.fliss@fsaa.ulaval.ca	http://bactibase.hammamilab.org/$1				False																					bactibase	r3d100012755								
bams	Brain Architecture Knowledge Management System Neuroanatomical Ontology	https://bams1.org	BAMS (Brain Architectural Management System) describes vertebrate neuroinformatics data at four levels of organization: expressed molecules, neuron types and classes, brain regions, and networks of brain regions.								True																														
bao	BioAssay Ontology	http://bioassayontology.org	The BioAssay Ontology (BAO) describes chemical biology screening assays and their results including high-throughput screening (HTS) data for the purpose of categorizing assays and data analysis.	^\d{7}$	0002989	sschurer@med.miami.edu	http://www.bioassayontology.org/bao#BAO_$1	http://www.bioassayontology.org/bao/bao_complete.owl		BAO	False	BAO			BAO	BAO									bao	bao		bao	BAO												
bartoc	Basic Register of Thesauri, Ontologies & Classifications	https://bartoc.org	"The Basic Register of Thesauri, Ontologies & Classifications (BARTOC) is a database of Knowledge Organization Systems and KOS related registries.
The main goal of BARTOC is to list as many Knowledge Organization Systems as possible at one place in order to achieve greater visibility, highlight their features, make them searchable and comparable, and foster knowledge sharing. BARTOC includes any kind of KOS from any subject area, in any language, any publication format, and any form of accessibility. BARTOC’s search interface is available in 20 European languages and provides two search options: Basic Search by keywords, and Advanced Search by taxonomy terms. A circle of editors has gathered around BARTOC from all across Europe and BARTOC has been approved by the International Society for Knowledge Organization (ISKO)."	^[1-9][0-9]*$	241	voss@gbv.de	https://bartoc.org/en/node/$1				False			2054																							P2689				
