#curie_map:
#  CHEMINF: http://semanticscience.org/resource/CHEMINF_
#  GO: http://purl.obolibrary.org/obo/GO_
#  bartoc: http://bartoc.org/en/node/
#  bioportal: http://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  edam: http://edamontology.org/
#  fairsharing: https://fairsharing.org/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  miriam: https://registry.identifiers.org/registry/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://bioregistry.io/metaregistry/prefixcommons/
#  re3data: https://www.re3data.org/repository/
#  rrid: 'https://scicrunch.org/resolver/RRID:'
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  togoid: https://togoid.dbcls.jp/ontology#
#  uniprot: http://purl.uniprot.org/uniprot/
#  wikidata: http://www.wikidata.org/entity/
#  xsd: http://www.w3.org/2001/XMLSchema#
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/refs/heads/main/exports/analyses/mapping_checking/mapping_embedding_similarities.tsv
#mapping_set_title: Bioregistry Mapping Similarity Analysis
#license: https://creativecommons.org/publicdomain/zero/1.0/
#issue_tracker: https://github.com/biopragmatics/bioregistry/issues
#extension_definitions:
#- slot_name: parts_used
#  type_hint: xsd:string
#- slot_name: reference_text
#  type_hint: xsd:string
#- slot_name: mapping_text
#  type_hint: xsd:string
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	similarity_score	parts_used	reference_text	mapping_text
bioregistry:cdno	Compositional Dietary Nutrition Ontology	skos:exactMatch	agroportal:CDNO	Compositional Dietary Nutrition Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Compositional Dietary Nutrition Ontology The CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet. These terms are intended primarily to be associated with datasets that quantify concentration of chemical nutritional components derived from samples taken from any stage in the production of food raw materials (including from crops, livestock, fisheries) and through processing and supply chains. Additional knowledge associated with these dietary sources may be represented by terms that describe functional, physical and other attributes. Whilst recognising that dietary nutrients within food substrates may be present as complex and dynamic physical and chemical structures or mixtures, CDNO focuses on components typically quantified in an analytical chemistry laboratory. The primary CDNO class ‘dietary nutritional component’ contains hierarchical sets of terms organised to reflect commonly used classifications of chemical food composition. This class does not represent an exhaustive classification of chemical components, but focuses on structuring terms according to widely accepted categories. This class is independent of, but may be used in conjunction with, classes that describe ‘analytical methods’ for quantification, ‘physical properties’ or ‘dietary function’. Quantification data may be used and reported in research literature, to inform food composition tables and labelling, or for supply chain quality assurance and control. More specifically, terms within the ‘nutritional component concentration’ class may be used to represent quantification of components described in the ‘dietary nutritional component’ class. Concentration data are intended to be described in conjunction with post-composed metadata concepts, such as represented by the Food Ontology (FoodOn) ‘Food product by organism’, which derives from some food or anatomical entity and a NCBI organismal classification ontology (NCBITaxon) entity. The common vocabulary and relationships defined within CDNO should facilitate description, communication and exchange of material entity-derived nutritional composition datasets typically generated by analytical laboratories. The organisation of the vocabulary is structured to reflect common categories variously used by those involved in crop, livestock or other organismal production, associated R&D and breeding, as well as the food processing and supply sector, and nutritionists, inlcuding compilers and users of food composition databases. The CDNO therefore supports characterisation of genetic diversity and management of biodiversity collections, as well as sharing of knowledge relating to dietary composition between a wider set of researchers, breeders, farmers, processors and other stakeholders. Further development of the functional class should also assist in understanding how interactions between organismal genetic and environmental variation contribute to human diet and health in the farm to fork continuum. https://cdno.info/	Compositional Dietary Nutrition Ontology The CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet. These terms are intended primarily to be associated with datasets that quantify concentration of chemical nutritional components derived from samples taken from any stage in the production of food raw materials (including from crops, livestock, fisheries) and through processing and supply chains. Additional knowledge associated with these dietary sources may be represented by terms that describe functional, physical and other attributes. Whilst recognising that dietary nutrients within food substrates may be present as complex and dynamic physical and chemical structures or mixtures, CDNO focuses on components typically quantified in an analytical chemistry laboratory. The primary CDNO class ‘dietary nutritional component’ contains hierarchical sets of terms organised to reflect commonly used classifications of chemical food composition. This class does not represent an exhaustive classification of chemical components, but focuses on structuring terms according to widely accepted categories. This class is independent of, but may be used in conjunction with, classes that describe ‘analytical methods’ for quantification, ‘physical properties’ or ‘dietary function’. Quantification data may be used and reported in research literature, to inform food composition tables and labelling, or for supply chain quality assurance and control. More specifically, terms within the ‘nutritional component concentration’ class may be used to represent quantification of components described in the ‘dietary nutritional component’ class. Concentration data are intended to be described in conjunction with post-composed metadata concepts, such as represented by the Food Ontology (FoodOn) ‘Food product by organism’, which derives from some food or anatomical entity and a NCBI organismal classification ontology (NCBITaxon) entity. The common vocabulary and relationships defined within CDNO should facilitate description, communication and exchange of material entity-derived nutritional composition datasets typically generated by analytical laboratories. The organisation of the vocabulary is structured to reflect common categories variously used by those involved in crop, livestock or other organismal production, associated R&D and breeding, as well as the food processing and supply sector, and nutritionists, inlcuding compilers and users of food composition databases. The CDNO therefore supports characterisation of genetic diversity and management of biodiversity collections, as well as sharing of knowledge relating to dietary composition between a wider set of researchers, breeders, farmers, processors and other stakeholders. Further development of the functional class should also assist in understanding how interactions between organismal genetic and environmental variation contribute to human diet and health in the farm to fork continuum., None https://cdno.info/
bioregistry:cdno	Compositional Dietary Nutrition Ontology	skos:exactMatch	ols:cdno	Compositional Dietary Nutrition Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Compositional Dietary Nutrition Ontology The CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet. These terms are intended primarily to be associated with datasets that quantify concentration of chemical nutritional components derived from samples taken from any stage in the production of food raw materials (including from crops, livestock, fisheries) and through processing and supply chains. Additional knowledge associated with these dietary sources may be represented by terms that describe functional, physical and other attributes. Whilst recognising that dietary nutrients within food substrates may be present as complex and dynamic physical and chemical structures or mixtures, CDNO focuses on components typically quantified in an analytical chemistry laboratory. The primary CDNO class ‘dietary nutritional component’ contains hierarchical sets of terms organised to reflect commonly used classifications of chemical food composition. This class does not represent an exhaustive classification of chemical components, but focuses on structuring terms according to widely accepted categories. This class is independent of, but may be used in conjunction with, classes that describe ‘analytical methods’ for quantification, ‘physical properties’ or ‘dietary function’. Quantification data may be used and reported in research literature, to inform food composition tables and labelling, or for supply chain quality assurance and control. More specifically, terms within the ‘nutritional component concentration’ class may be used to represent quantification of components described in the ‘dietary nutritional component’ class. Concentration data are intended to be described in conjunction with post-composed metadata concepts, such as represented by the Food Ontology (FoodOn) ‘Food product by organism’, which derives from some food or anatomical entity and a NCBI organismal classification ontology (NCBITaxon) entity. The common vocabulary and relationships defined within CDNO should facilitate description, communication and exchange of material entity-derived nutritional composition datasets typically generated by analytical laboratories. The organisation of the vocabulary is structured to reflect common categories variously used by those involved in crop, livestock or other organismal production, associated R&D and breeding, as well as the food processing and supply sector, and nutritionists, inlcuding compilers and users of food composition databases. The CDNO therefore supports characterisation of genetic diversity and management of biodiversity collections, as well as sharing of knowledge relating to dietary composition between a wider set of researchers, breeders, farmers, processors and other stakeholders. Further development of the functional class should also assist in understanding how interactions between organismal genetic and environmental variation contribute to human diet and health in the farm to fork continuum. https://cdno.info/	Compositional Dietary Nutrition Ontology The CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet. These terms are intended primarily to be associated with datasets that quantify concentration of chemical nutritional components derived from samples taken from any stage in the production of food raw materials (including from crops, livestock, fisheries) and through processing and supply chains. Additional knowledge associated with these dietary sources may be represented by terms that describe functional, physical and other attributes. Whilst recognising that dietary nutrients within food substrates may be present as complex and dynamic physical and chemical structures or mixtures, CDNO focuses on components typically quantified in an analytical chemistry laboratory. The primary CDNO class ‘dietary nutritional component’ contains hierarchical sets of terms organised to reflect commonly used classifications of chemical food composition. This class does not represent an exhaustive classification of chemical components, but focuses on structuring terms according to widely accepted categories. This class is independent of, but may be used in conjunction with, classes that describe ‘analytical methods’ for quantification, ‘physical properties’ or ‘dietary function’. Quantification data may be used and reported in research literature, to inform food composition tables and labelling, or for supply chain quality assurance and control. More specifically, terms within the ‘nutritional component concentration’ class may be used to represent quantification of components described in the ‘dietary nutritional component’ class. Concentration data are intended to be described in conjunction with post-composed metadata concepts, such as represented by the Food Ontology (FoodOn) ‘Food product by organism’, which derives from some food or anatomical entity and a NCBI organismal classification ontology (NCBITaxon) entity. The common vocabulary and relationships defined within CDNO should facilitate description, communication and exchange of material entity-derived nutritional composition datasets typically generated by analytical laboratories. The organisation of the vocabulary is structured to reflect common categories variously used by those involved in crop, livestock or other organismal production, associated R&D and breeding, as well as the food processing and supply sector, and nutritionists, inlcuding compilers and users of food composition databases. The CDNO therefore supports characterisation of genetic diversity and management of biodiversity collections, as well as sharing of knowledge relating to dietary composition between a wider set of researchers, breeders, farmers, processors and other stakeholders. Further development of the functional class should also assist in understanding how interactions between organismal genetic and environmental variation contribute to human diet and health in the farm to fork continuum. https://cdno.info/
bioregistry:cdpd	Canadian Drug Product Database	skos:exactMatch	miriam:cdpd	Canadian Drug Product Database	semapv:LexicalMatching	1.0	name,description,homepage	Canadian Drug Product Database The Canadian Drug Product Database (DPD) contains product specific information on drugs approved for use in Canada, and includes human pharmaceutical and biological drugs, veterinary drugs and disinfectant products. This information includes 'brand name', 'route of administration' and a Canadian 'Drug Identification Number' (DIN). https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/drug-product-database.html	Canadian Drug Product Database The Canadian Drug Product Database (DPD) contains product specific information on drugs approved for use in Canada, and includes human pharmaceutical and biological drugs, veterinary drugs and disinfectant products. This information includes 'brand name', 'route of administration' and a Canadian 'Drug Identification Number' (DIN). https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/drug-product-database.html
bioregistry:cell_biolabs	Cell Biolabs cell line products	skos:exactMatch	cellosaurus:Cell_Biolabs	Cell Biolabs cell line products	semapv:LexicalMatching	1.0	name,description,homepage	Cell Biolabs cell line products Cell line collections (Providers) https://www.cellbiolabs.com	Cell Biolabs cell line products Cell line collections (Providers) https://www.cellbiolabs.com
bioregistry:cell_model_passport	Sanger Cell Model Passports	skos:exactMatch	cellosaurus:Cell_Model_Passport	Sanger Cell Model Passports	semapv:LexicalMatching	1.0	name,description,homepage	Sanger Cell Model Passports Cell line databases/resources https://cellmodelpassports.sanger.ac.uk/	Sanger Cell Model Passports Cell line databases/resources https://cellmodelpassports.sanger.ac.uk/
bioregistry:cellimage	Cell Image Library	skos:exactMatch	miriam:cellimage	Cell Image Library	semapv:LexicalMatching	1.0	name,description,homepage	Cell Image Library The Cell: An Image Library™ is a freely accessible, public repository of reviewed and annotated images, videos, and animations of cells from a variety of organisms, showcasing cell architecture, intracellular functionalities, and both normal and abnormal processes. http://cellimagelibrary.org/	Cell Image Library The Cell: An Image Library™ is a freely accessible, public repository of reviewed and annotated images, videos, and animations of cells from a variety of organisms, showcasing cell architecture, intracellular functionalities, and both normal and abnormal processes. http://cellimagelibrary.org/
bioregistry:cellrepo	Cell Version Control Repository	skos:exactMatch	miriam:cellrepo	Cell Version Control Repository	semapv:LexicalMatching	1.0	name,description,homepage	Cell Version Control Repository The Cell Version Control Repository is the single worldwide version control repository for engineered and natural cell lines https://www.cellrepo.com/	Cell Version Control Repository The Cell Version Control Repository is the single worldwide version control repository for engineered and natural cell lines https://www.cellrepo.com/
bioregistry:ceph	Cephalopod Ontology	skos:exactMatch	aberowl:CEPH	Cephalopod Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology
bioregistry:ceph	Cephalopod Ontology	skos:exactMatch	bioportal:CEPH	Cephalopod Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology
bioregistry:ceph	Cephalopod Ontology	skos:exactMatch	fairsharing:FAIRsharing.p58bm4	Cephalopod Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology
bioregistry:ceph	Cephalopod Ontology	skos:exactMatch	obofoundry:ceph	Cephalopod Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology
bioregistry:ceph	Cephalopod Ontology	skos:exactMatch	ols:ceph	Cephalopod Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology	Cephalopod Ontology An anatomical and developmental ontology for cephalopods https://github.com/obophenotype/cephalopod-ontology
bioregistry:cert	The Cert Ontology	skos:exactMatch	lov:cert	The Cert Ontology	semapv:LexicalMatching	1.0	name,description,homepage	The Cert Ontology Ontology for Certificates and crypto stuff. http://www.w3.org/ns/auth/cert#	The Cert Ontology Ontology for Certificates and crypto stuff. http://www.w3.org/ns/auth/cert#
bioregistry:cgd	Candida Genome Database	skos:exactMatch	miriam:cgd	Candida Genome Database	semapv:LexicalMatching	1.0	name,description,homepage	Candida Genome Database The Candida Genome Database (CGD) provides access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans. It collects gene names and aliases, and assigns gene ontology terms to describe the molecular function, biological process, and subcellular localization of gene products. http://www.candidagenome.org/	Candida Genome Database The Candida Genome Database (CGD) provides access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans. It collects gene names and aliases, and assigns gene ontology terms to describe the molecular function, biological process, and subcellular localization of gene products. http://www.candidagenome.org/
bioregistry:cgd	Candida Genome Database	skos:exactMatch	prefixcommons:cgd	Candida Genome Database	semapv:LexicalMatching	1.0	name,description,homepage	Candida Genome Database The Candida Genome Database (CGD) provides access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans. It collects gene names and aliases, and assigns gene ontology terms to describe the molecular function, biological process, and subcellular localization of gene products. http://www.candidagenome.org/	Candida Genome Database The Candida Genome Database (CGD) provides access to genomic sequence data and manually curated functional information about genes and proteins of the human pathogen Candida albicans. It collects gene names and aliases, and assigns gene ontology terms to describe the molecular function, biological process, and subcellular localization of gene products. http://www.candidagenome.org/
bioregistry:cghdb	CGH Data Base	skos:exactMatch	cellosaurus:CGH-DB	CGH Data Base	semapv:LexicalMatching	1.0	name,description,homepage	CGH Data Base Cell line databases/resources https://web.archive.org/web/20190222051223/http://www.cghtmd.jp/CGHDatabase/index_e.jsp	CGH Data Base Cell line databases/resources https://web.archive.org/web/20190222051223/http://www.cghtmd.jp/CGHDatabase/index_e.jsp
bioregistry:cgo	Common Greenhouse Ontology	skos:exactMatch	tib:cgo	Common Greenhouse Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Common Greenhouse Ontology This ontology describes concepts related to greenhouses. It mainly describes Dutch greenhouses, but can also be applied to greenhouses outside of The Netherlands. The ontology describes multiple aspects of the domain of greenhouses. https://gitlab.com/ddings/common-greenhouse-ontology	Common Greenhouse Ontology This ontology describes concepts related to greenhouses. It mainly describes Dutch greenhouses, but can also be applied to greenhouses outside of The Netherlands. The ontology describes multiple aspects of the domain of greenhouses. https://gitlab.com/ddings/common-greenhouse-ontology
bioregistry:charprot	CharProt	skos:exactMatch	miriam:charprot	CharProt	semapv:LexicalMatching	1.0	name,description,homepage	CharProt CharProt is a database of biochemically characterized proteins designed to support automated annotation pipelines. Entries are annotated with gene name, symbol and various controlled vocabulary terms, including Gene Ontology terms, Enzyme Commission number and TransportDB accession. http://www.jcvi.org/charprotdb	CharProt CharProt is a database of biochemically characterized proteins designed to support automated annotation pipelines. Entries are annotated with gene name, symbol and various controlled vocabulary terms, including Gene Ontology terms, Enzyme Commission number and TransportDB accession. http://www.jcvi.org/charprotdb
bioregistry:chembank	ChemBank	skos:exactMatch	prefixcommons:chembank	ChemBank	semapv:LexicalMatching	1.0	name,description,homepage	ChemBank ChemBank is a public, web-based informatics environment created by the Broad Institute's Chemical Biology Program and funded in large part by the National Cancer Institute's Initiative for Chemical Genetics (ICG). http://chembank.broad.harvard.edu	ChemBank ChemBank is a public, web-based informatics environment created by the Broad Institute's Chemical Biology Program and funded in large part by the National Cancer Institute's Initiative for Chemical Genetics (ICG). http://chembank.broad.harvard.edu
bioregistry:chembl	ChEMBL	skos:exactMatch	miriam:chembl	ChEMBL	semapv:LexicalMatching	1.0	name,description,homepage	ChEMBL ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature. https://www.ebi.ac.uk/chembl	ChEMBL ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature. https://www.ebi.ac.uk/chembl
bioregistry:chembl.cell	ChEMBL database of bioactive drug-like small molecules - Cell lines section	skos:exactMatch	cellosaurus:ChEMBL-Cells	ChEMBL database of bioactive drug-like small molecules - Cell lines section	semapv:LexicalMatching	1.0	name,description,homepage	ChEMBL database of bioactive drug-like small molecules - Cell lines section Chemistry resources https://www.ebi.ac.uk/chembldb	ChEMBL database of bioactive drug-like small molecules - Cell lines section Chemistry resources https://www.ebi.ac.uk/chembldb
bioregistry:chembl.compound	ChEMBL Compound	skos:exactMatch	miriam:chembl.compound	ChEMBL compound	semapv:LexicalMatching	1.0	name,description,homepage	ChEMBL Compound ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature. https://www.ebi.ac.uk/chembldb/	ChEMBL compound ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature. https://www.ebi.ac.uk/chembldb/
bioregistry:chembl.target	ChEMBL target	skos:exactMatch	miriam:chembl.target	ChEMBL target	semapv:LexicalMatching	1.0	name,description,homepage	ChEMBL target ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature. https://www.ebi.ac.uk/chembldb/	ChEMBL target ChEMBL is a database of bioactive compounds, their quantitative properties and bioactivities (binding constants, pharmacology and ADMET, etc). The data is abstracted and curated from the primary scientific literature. https://www.ebi.ac.uk/chembldb/
bioregistry:chemdb	ChemDB	skos:exactMatch	miriam:chemdb	ChemDB	semapv:LexicalMatching	1.0	name,description,homepage	ChemDB ChemDB is a chemical database containing commercially available small molecules, important for use as synthetic building blocks, probes in systems biology and as leads for the discovery of drugs and other useful compounds. http://cdb.ics.uci.edu/	ChemDB ChemDB is a chemical database containing commercially available small molecules, important for use as synthetic building blocks, probes in systems biology and as leads for the discovery of drugs and other useful compounds. http://cdb.ics.uci.edu/
bioregistry:chemidplus	ChemIDplus	skos:exactMatch	miriam:chemidplus	ChemIDplus	semapv:LexicalMatching	1.0	name,description,homepage	ChemIDplus ChemIDplus is a web-based search system that provides access to structure and nomenclature authority files used for the identification of chemical substances cited in National Library of Medicine (NLM) databases. It also provides structure searching and direct links to many biomedical resources at NLM and on the Internet for chemicals of interest. https://chem.nlm.nih.gov/chemidplus/chemidheavy.jsp	ChemIDplus ChemIDplus is a web-based search system that provides access to structure and nomenclature authority files used for the identification of chemical substances cited in National Library of Medicine (NLM) databases. It also provides structure searching and direct links to many biomedical resources at NLM and on the Internet for chemicals of interest. https://chem.nlm.nih.gov/chemidplus/chemidheavy.jsp
bioregistry:chemspider	ChemSpider	skos:exactMatch	miriam:chemspider	ChemSpider	semapv:LexicalMatching	1.0	name,description,homepage	ChemSpider ChemSpider is a collection of compound data from across the web, which aggregates chemical structures and their associated information into a single searchable repository entry. These entries are supplemented with additional properties, related information and links back to original data sources. http://www.chemspider.com/	ChemSpider ChemSpider is a collection of compound data from across the web, which aggregates chemical structures and their associated information into a single searchable repository entry. These entries are supplemented with additional properties, related information and links back to original data sources. http://www.chemspider.com/
bioregistry:chickenqtldb	Animal Genome Chicken QTL	skos:exactMatch	miriam:chickenqtldb	Animal Genome Chicken QTL	semapv:LexicalMatching	1.0	name,description,homepage	Animal Genome Chicken QTL The Animal Quantitative Trait Loci (QTL) database (Animal QTLdb) is designed to house publicly all available QTL and single-nucleotide polymorphism/gene association data on livestock animal species. This collection references chicken QTLs. https://www.animalgenome.org/QTLdb	Animal Genome Chicken QTL The Animal Quantitative Trait Loci (QTL) database (Animal QTLdb) is designed to house publicly all available QTL and single-nucleotide polymorphism/gene association data on livestock animal species. This collection references chicken QTLs. https://www.animalgenome.org/QTLdb
bioregistry:chiro	ChEBI Integrated Role Ontology	skos:exactMatch	aberowl:CHIRO	CHEBI Integrated Role Ontology	semapv:LexicalMatching	1.0	name,description,homepage	ChEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro	CHEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro
bioregistry:chiro	ChEBI Integrated Role Ontology	skos:exactMatch	bioportal:CHIRO	CHEBI Integrated Role Ontology	semapv:LexicalMatching	1.0	name,description,homepage	ChEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro	CHEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro
bioregistry:chiro	ChEBI Integrated Role Ontology	skos:exactMatch	obofoundry:chiro	CHEBI Integrated Role Ontology	semapv:LexicalMatching	1.0	name,description,homepage	ChEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro	CHEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro
bioregistry:chiro	ChEBI Integrated Role Ontology	skos:exactMatch	ols:chiro	CHEBI Integrated Role Ontology	semapv:LexicalMatching	1.0	name,description,homepage	ChEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro	CHEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro
bioregistry:chiro	ChEBI Integrated Role Ontology	skos:exactMatch	tib:chiro	CHEBI Integrated Role Ontology	semapv:LexicalMatching	1.0	name,description,homepage	ChEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro	CHEBI Integrated Role Ontology CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes. https://github.com/obophenotype/chiro
bioregistry:chmo	Chemical Methods Ontology	skos:exactMatch	obofoundry:chmo	Chemical Methods Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Chemical Methods Ontology CHMO, the chemical methods ontology, describes methods used to https://github.com/rsc-ontologies/rsc-cmo	Chemical Methods Ontology CHMO, the chemical methods ontology, describes methods used to https://github.com/rsc-ontologies/rsc-cmo
bioregistry:chmo	Chemical Methods Ontology	skos:exactMatch	ols:chmo	Chemical Methods Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Chemical Methods Ontology CHMO, the chemical methods ontology, describes methods used to https://github.com/rsc-ontologies/rsc-cmo	Chemical Methods Ontology CHMO, the chemical methods ontology, describes methods used to https://github.com/rsc-ontologies/rsc-cmo
bioregistry:cido	Coronavirus Infectious Disease Ontology	skos:exactMatch	bioportal:CIDO	Coronavirus Infectious Disease Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Coronavirus Infectious Disease Ontology The Ontology of Coronavirus Infectious Disease (CIDO) is a community-driven open-source biomedical ontology in the area of coronavirus infectious disease. The CIDO is developed to provide standardized human- and computer-interpretable annotation and representation of various coronavirus infectious diseases, including their etiology, transmission, pathogenesis, diagnosis, prevention, and treatment. https://github.com/cido-ontology/cido	Coronavirus Infectious Disease Ontology The Ontology of Coronavirus Infectious Disease (CIDO) is a community-driven open-source biomedical ontology in the area of coronavirus infectious disease. The CIDO is developed to provide standardized human- and computer-interpretable annotation and representation of various coronavirus infectious diseases, including their etiology, transmission, pathogenesis, diagnosis, prevention, and treatment. https://github.com/CIDO-ontology/cido
bioregistry:cio	Confidence Information Ontology	skos:exactMatch	aberowl:CIO	Confidence Information Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Confidence Information Ontology An ontology to capture confidence information about annotations. https://github.com/BgeeDB/confidence-information-ontology	Confidence Information Ontology An ontology to capture confidence information about annotations. https://github.com/BgeeDB/confidence-information-ontology
bioregistry:cio	Confidence Information Ontology	skos:exactMatch	obofoundry:cio	Confidence Information Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Confidence Information Ontology An ontology to capture confidence information about annotations. https://github.com/BgeeDB/confidence-information-ontology	Confidence Information Ontology An ontology to capture confidence information about annotations. https://github.com/BgeeDB/confidence-information-ontology
bioregistry:cio	Confidence Information Ontology	skos:exactMatch	ols:cio	Confidence Information Ontology	semapv:LexicalMatching	1.0	name,description,homepage	Confidence Information Ontology An ontology to capture confidence information about annotations. https://github.com/BgeeDB/confidence-information-ontology	Confidence Information Ontology An ontology to capture confidence information about annotations. https://github.com/BgeeDB/confidence-information-ontology
