prefix	status	preferred_prefix	name	homepage	description
2.16.840.1.113883.6.287	Complete	rxTerms	RxTerms	http://wwwcf.nlm.nih.gov/umlslicense/rxtermApp/rxTerm.cfm	"RxTerms is a drug interface terminology derived from RxNorm for prescription writing or medication history recording (e.g. in e-prescribing systems, PHRs). The advantages of RxTerms are:""	Free to use.""	Directly links to RxNorm, the U.S. drug terminology standard, and facilitates inclusion of RxNorm identifiers in electronic health records.""	Efficient data entry - RxTerms separates the full names in RxNorm into two parts: drug name + route (e.g. INDERAL (Oral-pill)) and strength + dose form (e.g. 80 MG Tabs) to avoid big picklists with excessively long names. It excludes drugs from RxNorm that are obsolete or unavailable in the U.S.""	User-friendly features - commonly used synonyms and abbreviations (e.g. HCTZ for hydrochlorothiazide), ""tall man"" lettering recommended by FDA to avoid medication errors (e.g. ChlorproMAZINE and ChlorproPAMIDE).""	Good coverage - retains the broad coverage of RxNorm for U.S. prescribable drugs - 99% coverage of both generic and brand names of U.S. most commonly prescribed drugs. RxTerms is tailored for U.S. prescribing and it might not be the right choice for many non-U.S. countries.RxNorm is the designated US Federal drug terminology standard. RxTerms provides an easy way to facilitate the generation of RxNorm codes by the efficient capture of prescription information. Version reporting method YYYYMM e.g. RxTerms-200911     RxTerms is updated monthly, in synch with the monthly full release of RxNorm"
2.16.840.1.113883.6.288	Complete	fdbHICL-SEQNO	First DataBank Ingredient List Identifier	http://www.firstdatabank.com/	The Ingredient List Identifier (Formerly called The Hierarchical Ingredient Code List Sequence Number) is a six character numeric identifier that represents a unique combination of active ingredients, irrespective of the manufacturer, package size, dosage form, route of administration, or strength.
2.16.840.1.113883.6.289	Complete	fdbHIC4	Hierarchical Base Ingredient Code	http://www.firstdatabank.com/	The HIC4 (Hierarchical Base Ingredient Code) is a four-character alphanumeric column that represents the base active ingredient without salt ester. The HIC4 uses the active ingredients HIC3 as its base value then adds a unique fourth character to complete the Base Ingredient Code. Note: The HIC4 is now deprecated and is superceded by the HIC4_SEQN: a dumb number and a stable identifier that represents a Hierarchical Base Ingredient Code.
2.16.840.1.113883.6.29	Complete	rcV2	The Read Codes Version 2	http://www.nhsia.nhs.uk/def/home.asp	"The Read Codes Version 2 contains over 70,000 coded concepts arranged in a hierarchical structure. 	 Top level hierarchy sections:	DisordersFindings Surgical proceduresInvestigationsOccupationsDrugs"
2.16.840.1.113883.6.290	Complete	abcCodabar	ABC Codabar	http://www.aabb.org	ABC Codabar is a coding system for blood products (components). It was originally created by the American Blood Commission (ABC) (now defunct). The current list of ABC Codabar blood product codes is published by AABB (formerly American Association of Blood Banks). This list of blood product codes is no longer regularly maintained, and is incomplete according to current blood banking practice standards. It is intended to be replaced throughout the blood banking industry by the newer coding system ISBT 128. In some cases, however, the older ABC Codabar identifiers may still be issued and therefore may be required to be used in blood bank messaging (V2, V3) or hemovigilance reporting (CDA).
2.16.840.1.113883.6.291	Complete	cLIAInVitroDiagnosticsDatabase	Clinical Laboratory Improvement Amendments (CLIA) InVitro Diagnostics Database	http://ncicb.nci.nih.gov	This database contains the commercially marketed in vitro test systems categorized by the FDA since January 31, 2000 and tests categorized by the Centers for Disease Control and Prevention (CDC) prior to that date. The code value is the Test_System_ID which is a unique identifier for a test based on the test system, analyte and categorization. The database is updated monthly.
2.16.840.1.113883.6.292	Complete	whoDDType	WHO Drug Dictionary Type	http://www.umc-products.com/	The type of drug dictionary (e.g. WHO Drug Dictionary Enhanced, WHO Herbal Dictionary).
2.16.840.1.113883.6.293	Complete	whoDDEdition	WHO Drug Dictionary Edition	http://www.umc-products.com/	The edition of the WHO Drug Dictionary (e.g. 201101).
2.16.840.1.113883.6.294	Complete	whoDDMedProdId	WHO Drug Dictionary Medicinal Product ID	http://www.who-umc.org/	A unique identifier for a detailed entry in the WHO Drug Dictionary.
2.16.840.1.113883.6.295	Complete	whoDDPharmForm	WHO Drug Dictionary Pharmaceutical Form	http://www.umc-products.com/	List of pharmaceutical forms for the WHO Drug Dictionary.
2.16.840.1.113883.6.296	Complete	whoDDReference	WHO Drug Dictionary Validation Reference	http://www.umc-products.com/	The reference used to validate the information about an entry in the WHO Drug Dictionary.
2.16.840.1.113883.6.297	Complete	whoDDSDG	WHO Drug Dictionary Standard Drug Grouping	http://www.umc-products.com/	A Standard Drug Grouping in the WHO Drug Dictionary Enhanced.
2.16.840.1.113883.6.298	Complete	whoDDSDGScope	WHO Drug Dictionary Standard Drug Grouping Scope	http://www.umc-products.com/	List of scopes for SDGs in the WHO Drug Dictionary.
2.16.840.1.113883.6.299	Complete	iscn	The International System for Human Cytogenetic Nomenclature		"The International System for Human Cytogenetic Nomenclature (ISCN) was created by the International Standing committee on Human Cytogenetic Nomenclature to represent the outcome of cytogenetic tests. ISCN specifies the nomenclature to describe karyotypes, chromosome abnormalities, in situ hybridization, etc. ISCN provides a list of symbols and abbreviated terms in adjunction with a set of rules, which can be used in the description of chromosomes and chromosome abnormalities, such as p for short arm of chromosome, q for long arm of chromosome, cen for centromere, del for deletion, ish for in situ hybridization, and plus sign (+) for gain, etc. A LOINC code is created to represent ""chromosome analysis results in ISCN expression"". In HL7 v2 messages, this LOINC code is used in OBX-3 with a coded result (CWE data type) that will be sent in OBX-5. The value of the coded result is an ISCN expression, and ISCN will be the code system for the coded result. Versioning is identified by the year of publication of the ISCN. The latest version is ISCN 2009. Previous publications include ISCN 2005, ISCN 1995, and ISCN 1985, etc."
2.16.840.1.113883.6.3.1	Complete	icd10ae	ICD-10 American English	https://who.int	International Statistical Classification of Diseases and Related Health Problems (ICD-10): Americanized Version. 10th rev. Geneva (Switzerland): World Health Organization, 1998.
2.16.840.1.113883.6.3.2	Complete	icd10dut	ICD10, Dutch Translation	https://who.int	Hirs, W., H.W. Becker, C. van Boven, S.K. Oskam, I.M. Okkes, H. Lamberts. ICD-10, Dutch Translation, 200403. Amsterdam: Department of General Practice, Academic Medical Center/University of Amsterdam, Dutch College of General Practitioners (NHG), March 20
2.16.840.1.113883.6.3.3	Complete	dmdICD10	ICD-10 German	https://who.int	Internationale Klassifikation der Krankheiten 10 [German translation of ICD10]. Germany: Deutsches Institut fuer Medizinische Dokumentation und Information, 1998.
2.16.840.1.113883.6.30	Obsolete	as4	ASTM E1238-E1467	http://www.astm.org/Standards/E1238.htm	ASTM E1238/ E1467 UniversalAmerican Society for Testing & Materials and CPT4 (see Appendix X1 of Specification E1238 and Appendix X2 of Specification E1467).ASTM E1238-97 Standard Specification for Transferring Clinical Observations Between Independent Computer Systems (Withdrawn 2002).  Has been replaced by ANSI NCCLS, available from http://www.clsi.org/
2.16.840.1.113883.6.300	Complete	naic-CoCode-cs	NAIC Company Code-code set	https://eapps.naic.org/cis/	"The National Association of Insurance Commissioners issues the NAIC Company code (sometimes called """"NAIC Number"""" or """"cocode"""") for payers.  Health plans obtain number by completing the Company Code Application. The NAIC Company Codes can be found by a company and state look-up at https://eapps.naic.org/cis/.  For questions regarding cocodes please call NAIC at: 816-783-8600"
2.16.840.1.113883.6.301	Complete	nubc-UB-04-Manual-cs	nubc-UB-04-Manual-code set	http://www.nubc.org/become.html	The National Uniform Billing Committee (NUBC) is a voluntary committee whose work is coordinated through the offices of the American Hospital Association (AHA).  The AHA's Health Data Management Group serves as chair and secretary to the NUBC.  NUBC includes the participation of all the major national provider and payer organizations. The NUBC was formed to develop a single billing form and standard data set that could be used nationwide by institutional providers and payers for handling health care claims, the current UB-04 manual.In determining the data to be included, the NUBC strives to balance the need for the information against the burden of providing that information. In essence it applies the administrative simplification principles mentioned in the recently enacted Health Insurance Portability and Accountability Act of 1996 (HIPAA). Data elements identified as necessary for claims processing are, in most cases, assigned designated spaces on the form. The designated spaces are referred to as Form Locators and each one has a unique number. The current UB-04 data specifications manual seeks to identify the national requirements for preparing Medicare, Medicaid, OCHAMPUS, BCBS, and commercial insurance claims. The UB-04 manual with the codes is available by subscriptionfrom NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.1	Complete	nubc-TypeOfBill-cs	NUBC Type Of Bill-value set-code set	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 manual, UB form locator 04, thetype of bill code - claim code indicating the type of facility where services wereperformed. The UB-04 manual with the codes is available by subscriptionfrom NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.11	Complete	presentOnAdmission	Present on Admission (POA) Indicator	https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/HospitalAcqCond/Coding	Official short description:This code system consists of Present on Admission (POA) indicators which are assigned to the principal and secondary diagnoses (as defined in Section II of the Official Guidelines for Coding and Reporting) and the external cause of injury codes to indicate the presence or absence of the diagnosis at the time of inpatient admission.These codes are primarily used within the National Uniform Billing Committee (NUBC) UB-04 Data Specifications Manual, UB form locator 67, as the Present on Admission (POA) Indicator. Previous version of this OID had Full name: NUB Present On Admission Codes for UB04Symbolic name: nubc-PresentOnAdmissionUsed in HL7 Version 2.x messaging in the DG1 segment.
2.16.840.1.113883.6.301.2	Complete	nubc-TypeOfBillFrequency-cs	NUBC Type Of Bill Frequency-code set	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 manual, UB form locator 04, thetype of bill frequency code - claim code specifying the frequency of the claim. The UB-04 manual with the codes is available by subscription from NUBC athttp://www.nubc.org/become.html
2.16.840.1.113883.6.301.3	Complete	nubc-ServiceLineRevenue-cs	NUBC Service Line Revenue-cs	http://www.nubc.org/become.html	Code system of concepts specifying a revenue code as specified in the National Uniform Billing Committee (NUBC) UB-04 manual, UB form locator 42, the service line revenue code.  These are claim codes indicating the identifying number for the product or service provided. The UB-04 Data Specifications Manual with the codes is available by subscription from NUBC at http://www.nubc.org/become.html.  Used in HL7 Version 2.x messaging in the Revenue Code (GP1) value. Updated by NUBC annually; see the coding instructions for more detail.
2.16.840.1.113883.6.301.4	Complete	nubc-AdmissionSource-cs	NUBC Admission Source-code set	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 manual, UB form locator 15, theadmission source code - claim code indicating the source of the admission. The UB-04manual with the codes is available by subscription from NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.5	Complete	nubc-patDiscStatus-cs	NUBC Patient Discharge Status-value set-code set	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 manual, UB form locator 17, thePatient Discharge Status - a code indicating the disposition or discharge status of the patient at the end service for the period covered on a bill, as reported in FL6, Statement Covers Period.The UB-04 manual with the codes is available by subscriptionfrom NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.6	Complete	nubc-ValueCode-cs	NUBC Value Codes and Amounts for UB-04	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 Data Specifications Manual, UB form locator 39 - 41, the Value Codes and Amounts - claim code indicating the value code (and amount) needed to process the claim. The UB-04 Data Specifications Manual with the codes is available by subscription from NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.7	Complete	nubc-OccurrenceCode-cs	NUBC Occurrence Codes and Amounts for UB-04	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 Data Specifications Manual, UB form locator 31 - 34, Occurrence Codes and Amounts - code and associated date defining a significant event relating to the bill that may affect payer processing the claim. The UB-04 Data Specifications Manual with the codes is available by subscription from NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.8	Complete	nubc-OccurrenceSpan-cs	NUBC Occurrence Span Codes for UB-04	http://www.nubc.org/become.html	National Uniform Billing Committee (NUBC) UB-04 Data Specifications Manual, UB form locator 35 - 36, Occurrence Span Codes and Dates - code and related dates that identify an event that relates to payment of the claim. The UB-04 Data Specifications Manual with the codes is available by subscription from NUBC at http://www.nubc.org/become.html
2.16.840.1.113883.6.301.9	Complete	cms-OCEEditCode-cs	CMS OCE Edit Codes	https://www.cms.gov/Medicare/Coding/OutpatientCodeEdit/index.html	"The OPPS functionality of the Integrated Outpatient Code Editor (I/OCE) software was developed for the implementation of the Medicare outpatient prospective payment system mandated by the 1997 Balanced Budget Act. CMS released the proposed OPPS rules using the Ambulatory Payment Classification (APC) system in the September 8, 1998 Federal Register. Final regulations were published in the April 7, 2000 Federal Register and the system became effective for Medicare on August 1, 2000.The APC-based OPPS developed by CMS is the outpatient equivalent of the inpatient, DRG-based PPS. The APC system establishes groups of covered services so that the services within each group are comparable clinically and with respect to the use of resources.Hospitals are required to use HCPCS when billing for outpatient services.The OCE not only identifies individual errors but also indicates what actions should be taken and the reasons why these actions are necessary. In order to accommodate this functionality, the OCE is structured to return lists of edit numbers. This structure facilitates the linkage between the actions being taken, the reasons for the actions and the information on the claim (e.g., a specific diagnosis) that caused the action. In general, the OCE performs all functions that require specific reference to HCPCS codes, HCPCS modifiers and ICD-10-CM diagnosis codes (ICD-9-CM diagnosis codes for historical claims with From Dates prior to 10/1/2015). Since these coding systems are complex and annually updated, the centralization of the direct reference to these codes and modifiers in a single program reduces effort and reduces the chance of inconsistent processing.This is a CMS maintained list of edits: Please see the following for additional information: &#8226;	https://www.cms.gov/Medicare/Coding/OutpatientCodeEdit/index.html&#8226;	https://www.cms.gov/Medicare/Coding/OutpatientCodeEdit/Background.htmlC&#8226;	https://www.cms.gov/Medicare/Coding/OutpatientCodeEdit/OCEQtrReleaseSpecs.htmlThese fields are used in grouping and reimbursement for CMS APCs. Please refer to the ""Outpatient Prospective Payment System Final Rule"" (""OPPS Final Rule"") issued by CMS"
2.16.840.1.113883.6.302	Complete	un-sp-sc	United Nations Standard Products and Services Code	http://www.unspsc.org/Defaults.asp	The United Nations Standard Products and Services Code&#174; (UNSPSC&#174;) provides an open, global multi-sector standard for efficient, accurate classification of products and services.
2.16.840.1.113883.6.303	Complete	fdaProductClassificationSystem	FDA Product Classification System	http://www.fda.gov/ForIndustry/DataStandards/default.htm	The Food and Drug Administration's Product Classification System is responsible for assigning classification concepts to regulated products.
2.16.840.1.113883.6.304	Complete	vis-doc-type	Vaccine Information Sheet document type		"Clinicians are required to track the Vaccine Information Sheet (VIS) that was shared with the recipient of a vaccination. There are 3 attributes that must be tracked. 1.	VIS type2.	VIS version date3.	Presentation dateCurrently there are LOINC, which support messaging the version date and presentation date. The CDC has worked with GS1 to develop a Global Document Type Identifier (GDTI) for the purpose of identifying the specific VIS document type. This GDTI will be captured in a bar code. It is composed of the code for the business that owns the document (0886983 for CDC), an application identifier, a document type identifier and a check digit. For our purposes we are only interested in the code for the owner and the document type identifier."
2.16.840.1.113883.6.305	Complete	fhir-special-values	FHIR Special Values	http://www.healthintersections.com.au/fhir/introduction.htm	The list of special codes defined for use through out FHIR instances.
2.16.840.1.113883.6.306	Complete	fhir-resource-types	FHIR Resource Types	http://www.healthintersections.com.au/fhir/introduction.htm	The resource types that are defined by the FHIR project.
2.16.840.1.113883.6.307	Complete	fhir-message-events	FHIR Message Events	http://www.healthintersections.com.au/fhir/introduction.htm	Message events defined by the FHIR project.
2.16.840.1.113883.6.308	Complete	fhir-logical-interactions	FHIR Logical Interactions (REST)	http://www.healthintersections.com.au/fhir/introduction.htm	The logical interactions defined for the RESTful framework in FHIR.
2.16.840.1.113883.6.309	Complete	fhir-data-absent-reason	Data Absent Reason	http://www.healthintersections.com.au/fhir/introduction.htm	The codes for data absent reason as defined by FHIR.
2.16.840.1.113883.6.31	Deprecated	dicomMDLTY	DICOM modality codes		DICOM modality codes; note these are now deprecated and are superceded by 1.2.840.10008.2.16.4
2.16.840.1.113883.6.310	Complete	uscic	US Census Industry Code	http://www.census.gov/hhes/www/ioindex/	Alphabetical Indexes of Industries and Occupations were developed primarily for use in classifying a respondent's industry (employer's type of business) and occupation (employee's type of work) as reported in the Census 2000, the Current Population Survey, the American Community Survey, and other demographic surveys conducted by the Census Bureau. They list over 21,000 industry and 31,000 occupation titles in alphabetical order. They are comprehensive lists of specific industries and occupations developed over time and continuously updated through review of census and survey responses.For technical questions related to the Industry and Occupation Classification System, contact the Industry and Occupation Statistics Branch at 301-763-3239.
2.16.840.1.113883.6.311	Complete	multum-main-drug-code	Multum Main Drug Code	http://www.multum.com	"The Multum Main Drug Code, ""MMDC"", is the long integer identifier for drugs that share the same formulation.  The formulation consists of a generic drug name, the strength of the drug product, the route of administration, and the dose form. It is meant to serve as the Multum identifier for a generic drug formulation in HL7 messages."
2.16.840.1.113883.6.312	Complete	multum-drug-synonym-id	Multum Drug Synonym Identifier	http://www.multum.com	This long integer represents a drug name in the Multum data. The drug name can be a generic drug name, a branded drug name, a generic product name, a branded drug name, or other descriptive name. It is meant to serve as a Multum identifier in HL7 messages.
2.16.840.1.113883.6.313	Complete	multum-allergy-category-id	Multum Drug Allergy Category	http://www.multum.com	"The Multum Drug Allergy Category Identifier, alr_category_id, is a long integer that represents a group of drugs that share allergic cross reactivity and can be used in HL7 messaging to represent an allergy to multiple generic drug products, such as ""penicillins""."
2.16.840.1.113883.6.314	Complete	multum-drug-id	Multum Generic Drug Identifier	http://www.multum.com	"This is the 6 character identifier that represents a generic drug in the Multum data.  It is formatted as """"d#####"""".  It is meant to serve as the Multum identifier for a generic drug in HL7 messages."
2.16.840.1.113883.6.315	Complete	lexiglobalid	Lexicomp Global Identifer	http://www.lexi.com	Lexicomp Global Identifier
2.16.840.1.113883.6.316	Complete	rfc5646	Tags for Identifying Languages - RFC5646	http://www.w3.org/International/articles/language-tags/Overview.en.php	"The code system used to uniquely identify a language as described in the RFC5646 (http://www.rfc-editor.org/rfc/rfc5646.txt) as defined in the """"current"""" specification of BCP47 (http://tools.ietf.org/html/bcp47). The elements needed for the code system are provided by the IANA Language Subtag Registry (http://www.iana.org/assignments/language-subtag-registry) Usage of the code system is best explained by http://www.w3.org/International/articles/language-tags/Overview.en.php and http://www.w3.org/International/questions/qa-choosing-language-tags. The CLDR - Unicode Common Locale Data Repository project is a source for application libraries to support implementing this code system."
2.16.840.1.113883.6.317	Complete	populatedPlacesGNIS	Populated Places (GNIS)	http://phinvads.cdc.gov	Codes for Named Populated Places, Primary County Divisions, and Other Locational Entities of the United States, Puerto Rico, and the Outlying Areas (without codes). This code system in a combination of GNIS and FIPS 55-3 codes that have been mapped. The former FIPS 55-3 standard was superseded by ANSI standard INCITS 446-2008. Former FIPS 55 data have been incorporated into the GNIS. The GNIS Feature ID superseded the FIPS55 Place Code (now the Census Code) as the Federal and national standard geographic feature record identifier. The Census Bureau continues to assign five digit Census Codes for internal purposes.  http://geonames.usgs.gov/domestic/download_data.htm
2.16.840.1.113883.6.318	Complete	clinVar-A	ClinVar Allele ID	https://lhncbc.nlm.nih.gov/	ClinVar table with Allele ID as the code, which is an identifier for an individual change. e.g. for a haplotype of five SNPs, each individual SNP has its own Allele ID.
2.16.840.1.113883.6.32	Deprecated	dicomqry	DICOM Query Label		DICOM Query Label; note these are now deprecated and are superceded by 1.2.840.10008.2.16.4
2.16.840.1.113883.6.320	Complete	cosmic-Smpl	COSMIC - Simple Variants	https://lhncbc.nlm.nih.gov/	This table includes only simple somatic (cancer) mutations, one per unique mutation ID. The codes is the COSMIC mutation ID, and the name is ____. It carries fields analogous to most of the the key fields in ClinVar, but its reference sequences are Ensembl transcript reference sequences with prefixes of ENST;  it specifies amino acid changes with the older, HGVS, single letter codes and it carries examples of primary cancers and primary tissues, fields that are not in ClinVar. COSMIC's source table includes multiple records per mutation - one per submission.  The COSMIC-Simple Variants table carries only includes one record per unique mutation- more than 3 million of them.This coding system can be explored via the LHC table look up service (https://lforms-service.nlm.nih.gov/apidoc/cosmic/v1/doc.html)These contents are copyright COSMIC (http://cancer.sanger.ac.uk/cosmic/license) LHC has produced a look up table for these records, and for users to look up particular mutation IDs with permission from COSMIC. However, interested parties must contact COSMIC for permission to download these records.
2.16.840.1.113883.6.321	Complete	cosmic-Strc	COSMIC-Structural variants	https://lhncbc.nlm.nih.gov/	COSMIC has divided structural variants into two tables: one called structural variants and one called copy number variants both kinds of which are carried in NCBIs dbVar table.The table for this coding system derives from COMIC's structural variation tables. The identifiers for these are pure numbers with no prefix and the name is __. These use Ensemble genomic Reference sequences (those whose codes begin with ENSG).
2.16.840.1.113883.6.322	Complete	dbVar-GL	dbVar-Germline	https://lhncbc.nlm.nih.gov/	dbVar is NCBI's database of genomic structural variations (including copy number variants) that are larger than 50 contiguous base pairs. It is the complement of dbSNP, which only contains variants occurring in 50 or fewer contiguous base pairs.  It contains insertions, deletions, duplications, inversions, multinucleotide substitutions, mobile element insertions, translocations, and complex chromosomal rearrangements. Germline and Somatic variants are presented in separate files. Accordingly we have divided the coding system for dbVar the same way. This coding system represents the Germ line DbVar variants.  The records it carries have IDs with prefixes of  RSV , RSSV , ESV and ESSV. Those beginning with E represent submission from the European Bioinformatics Institute (EBI) those beginning with R were submitted through NCBI.  In this case we include submitted records  (ESSV or RSSV) and the summary records (RSV, ESV) that identify many similar submitted records in the one file.
2.16.840.1.113883.6.323	Complete	dbVar-Som	dbVar-Somatic	https://lhncbc.nlm.nih.gov/	dbVar is NCBI's database of genomic structural variations (including copy number variants) that are larger than 50 contiguous base pairs. It is the complement of dbSNP, which only contains variants occurring in 50 or fewer contiguous base pairs. It contains insertions, deletions, duplications, inversions, multinucleotide substitutions, mobile element insertions, translocations, and complex chromosomal rearrangements. Germline and Somatic variants are  presented in seperate files. Accordingly we have divided the coding systemd for dbVar the same way. This coding system represents the Somatic (mostly cancer) variants in dbVar. As is true for the Germline half of dbVAR, the record IDs for the somatic dbVars have prefixes of  RSV, RSSV, ESV and ESSV with the leading E and R having the meaning as from germline structural variant and we also include both the submitter records and the summary records in the same filed.
2.16.840.1.113883.6.324	Complete	ensembl-G	Ensembl genomic reference sequence	https://lhncbc.nlm.nih.gov/	"Set of Ensembl genomic reference sequences whose identifiers have a prefix of ""ENSG."" It only includes genomic sequences associated with genes and uses the whole build plus the chromosome number to identify chromosome reference sequences, rather than a separate set of reference sequence identifier as NCBI does."
2.16.840.1.113883.6.325	Complete	ensembl-P	Ensembl protein reference sequence	https://lhncbc.nlm.nih.gov/	"Set of Ensembl protein reference sequences. Their identifiers are distinguished by the prefix of ""ENSP,"" and correspond to NCBI's ""NP_"" identifiers."
2.16.840.1.113883.6.326	Complete	ensembl-T	Ensembl transcript reference sequence	https://lhncbc.nlm.nih.gov/	"Set of reference sequences for transcripts of coding regions. Their identifiers all have a prefix of ""ENST."" There are parallels for most (if not all) of what is in Ensemble within NCBI. ""ENST"" parallels NCBI's ""NM_"" identifiers. In general, Ensembl takes its reference sequences directly from the build. NCBI adjusts its reference sequences by replacing known ""mutations"" with sequences that better reflect the population ""normal""."
2.16.840.1.113883.6.327	Complete	gHGVS	HGVS- Genomic syntax	https://lhncbc.nlm.nih.gov/	"Syntax that describes the variations (mutations) at the genome level (the DNA before it is spliced to remove introns). The genomic syntax statements are distinguished by a leading """"g."""""
2.16.840.1.113883.6.328	Complete	cHGVS	HGVS- Transcript syntax	https://lhncbc.nlm.nih.gov/	"Syntax that describes variations (mutations) at the transcript (messenger RNA) level. The transcript syntax statements, which can describe simple and complex variants, are distinguished by a leading ""c."""
2.16.840.1.113883.6.329	Complete	pHGVS	HGVS-Protein syntax	https://lhncbc.nlm.nih.gov/	"Syntax that specifies the variations (mutations) at the amino acid level, which is induced by underlying DNA variants. The protein change statements are distinguished by a leading ""p."""
2.16.840.1.113883.6.33	Rejected	ENZC	ENZC		Enzyme CodesEntry rejected 1/26/2010.  No information about the entry, code system cannot be located on the Web, no entries in the UMLS for this acronym, no reference information available, no names or company identification associated with entry.
2.16.840.1.113883.6.330	Complete	refSeq-G	NCBI - genomic and chromosome reference sequences	https://lhncbc.nlm.nih.gov/	"Subset of  NLM Human RefSeqs with prefix of """"NG_ or NC_"""". Those prefixed with """"NC_"""" represent the whole genomic RefSeq for individual chromosomes. Those prefixed with """"NG_"""" represent genes with all of their introns and flanking regions and other larger or smaller genomic sequences. These are available separately in Gene reports all human RefSeqs: ftp://ftp.ncbi.nih.gov/gene/DATA/gene2refseq.gz"
2.16.840.1.113883.6.331	Complete	refSeq-P	NCBI - protein reference sequence	https://lhncbc.nlm.nih.gov/	Reference sequences for proteins. Not commonly reported because Amino acid changes can be computed directly from DNA changes based on transcript reference sequence. However, some fields are interested only in the protein sequence change, and proteins can be sequenced independently of DNA sequencing.
2.16.840.1.113883.6.332	Complete	refSeq-T	NCBI-transcript reference sequences (RefSeq)	https://lhncbc.nlm.nih.gov/	"Subset of NLM RefSeq records whose with prefix of """"NM_"""" are reference sequences that represents messenger RNA."
2.16.840.1.113883.6.333	Complete	medgen-dis	NCBI MedGen disease subset	https://lhncbc.nlm.nih.gov/	MedGen-disease is a subset disease concepts (about 20,000 as of January 2016)taken from the MedGEN table. It includes most known genetic and clinical diseases. It was derived from the NIH Genetic Testing Registry (GTR), UMLS, HPO, Orphanet, ClinVar and other sources, and is probably the most complete compendium of genetic diseases, though it also includes most common clinical diseases. It uses UMLS IDs when they exist and its own ID when not, and links to SNOMED CT and other identifiers. The MedGen data base includes the inheritance and clinical features of each disease, as well as the map location of underlying genetic basis.
2.16.840.1.113883.6.334	Complete	rxT-ingrd	RxTerms-Ingredients Subset	https://lhncbc.nlm.nih.gov/	rxT-ingrd is a specialization of the RxNorm database that includes the ingredients in RxTerms except allergens (used for allergy testing), combination ingredients, and inactive ingredients. The subset is designed for identifying drugs that might be the focus of pharmacogenetic testing.
2.16.840.1.113883.6.335	Complete	chrom-loc	Cytogenetic (chromosome) location	https://lhncbc.nlm.nih.gov/	"Chromosome location (AKA chromosome locus or cytogenetic location), is the standardized syntax for recording the position of genes and large mutations. It consists of three parts: the Chromosome number (e 1-22, X, Y), an indicator of which arm &#8211; either ""p"" for the short or ""q"" for the long, and then a series of numbers separated by dots that indicate the band, sub band and sub-sub band of the locus - e.g. 2p16.3 . There are other conventions for reporting ranges and locations at the end of the chromosomes. The table of these chromosome locations was loaded initially with the all of the locations found in NCBI's ClinVar variation tables. It will expand as additional sources become available."
2.16.840.1.113883.6.336	Complete	hgnc-symb	HUGO Gene Nomenclature Committee Gene Code and Symbol	https://lhncbc.nlm.nih.gov/	"The HGNC gene table carries the GENE ID, gene symbol and full gene name. The GENE ID is specific to the species. The gene symbol and name will be shared by all species with the same gene. The HGNC-symb table carries only human genes. The code for this coding system is the HGNC gene code, the ""name"" or print string is the HGNC gene symbol. More than 28,000 human gene symbols and names have been assigned so far, but some human genes lack an HCGN code and symbol. These are mostly non protein coding genes."
2.16.840.1.113883.6.337	Complete	lrg-refseq	Locus Reference Genomic Sequences (LRG)	https://lhncbc.nlm.nih.gov/	"LRG is a manually curated record that contains stable and thus, un-versioned reference sequences designed specifically for reporting sequence variants with clinical implications. It provides a genomic DNA sequence representation of a single gene that is idealized, has a permanent ID (with no versioning), and core content that never changes. Their database includes maps to NCBI, Ensemble and USCS reference sequences. It has a total of 1073 sequences, as of April 2016 with identifiers of the form: ""LRG_####"", where #### can be from 1 to N, and N is the last gene processed. See PMIDs: 24285302, 20398331, 20428090 for more information."
2.16.840.1.113883.6.338	Complete	hl-pft	Health Language Provider Friendly Terminology	http://www.healthlanguage.com	The Health Language Provider Friendly Terminology represents an interface terminology used to capture Problem Lists and other structured data elements within an EMR.
2.16.840.1.113883.6.34	Complete	euclides	EUCLIDES		EUCLIDES
