prefix	name	alt_name	homepage
nbdc01277	WikiProject Molecular and Cellular Biology		http://en.wikipedia.org/wiki/Wikipedia:WikiProject_Molecular_and_Cellular_Biology
nbdc01278	Local Vegetables of Thailand		http://www.jircas.affrc.go.jp/project/value_addition/Local_Vegetables_of_Thailand_home.html
nbdc01282	Fakara Plants	A database of the plants of the Sahel	http://www.jircas.affrc.go.jp/project/africa_dojo/FakaraPlants/Fakara_Plants_home.html
nbdc01283	Plants in lowland savanna of west Afric		https://www.jircas.go.jp/en/database/db06
nbdc01285	Internal Pu Exposure Animal Pathology Studies Database		http://www.nirs.qst.go.jp/db/anzendb/PuDB/PuDB_Eng.html
nbdc01288	MDAID	Graphs of Predicted Monitoring Data	http://www.nirs.qst.go.jp/db/anzendb/RPD/gpmd.php
nbdc01291	FFPRI FluxNet Database		https://www2.ffpri.go.jp/labs/flux/data_e.html
nbdc01292	ForestGEN	Forest EST and Genome database	https://forestgen.ffpri.go.jp/en/index.html
nbdc01293	PRDB	Phytosociological Releve' Database	http://www.ffpri.affrc.go.jp/labs/prdb/EnglishVer/index-e.html
nbdc01294	Image database of longicorn beetles of Bukit Bangkirai		https://db.ffpri.go.jp/longicorn_id/index-E.html
nbdc01298	F.F.P.R.I. Herbarium DataBase		http://www2.ffpri.affrc.go.jp/labs/herbariumdb/en
nbdc01299	FDDB	Forest Dynamics Database	http://fddb.ffpri-108.affrc.go.jp/en/index.html
nbdc01300	The Database of Properties of South-east Asian Timbers		https://www2.ffpri.go.jp/fdb/esawoodq/wood.html
nbdc01307	MRBP	Minimum Requirements for Biological Products	http://www.niid.go.jp/niid/en/mrbp-e.html
nbdc01312	IASR	Infectious Agents Surveillance Report	https://www.niid.go.jp/niid/en/iasr.html
nbdc01319	HESS	Hazard Evaluation Support System Integrated Platform	https://www.nite.go.jp/en/chem/qsar/hess-e.html
nbdc01320	GlycosideDB		https://jcggdb.jp/search/GlycosideDB.cgi
nbdc01321	Search Across Glycoscience DBs - JCGGDB		https://jcggdb.jp/search/search.cgi?keyword=&lang=en
nbdc01322	BMRBj	Biological Magnetic Resonance Data Bank Japan	https://bmrbdep.pdbj.org
nbdc01323	KOMICS	Kazusa Metabolomics Portal	http://www.kazusa.or.jp/komics/en/
nbdc01324	Metabolonote		http://metabolonote.kazusa.or.jp/
nbdc01325	TOT-DB	The Theileria orientalis Genome Annotation Database	http://totdb.czc.hokudai.ac.jp/index.html
nbdc01331	Database of Japanese, Chinese, And Korean Fishery Terminology		https://www.fishery-terminology.jp/index_e.html
nbdc01333	A-line Database		http://tnfri.fra.affrc.go.jp/seika/a-line/a-line_index2.html
nbdc01334	N-line Database		http://hnf.fra.affrc.go.jp/n-line/index_e.html
nbdc01338	KNApSAcK World Map		http://www.knapsackfamily.com/KNApSAcK_World/top.jsp
nbdc01340	KNApSAcK Biological Activity (Natural Activity)		http://www.knapsackfamily.com/BiologicalActivity/top.jsp
nbdc01341	KNApSAcK Motorcycle	Motorcycle Metabolic Pathway	http://www.knapsackfamily.com/motorcycle/top.php
nbdc01342	KNApSAcK MetalMine		http://metalmine.mydns.jp/metalmine/index.html
nbdc01343	KNApSAcK KAMPO		http://www.knapsackfamily.com/kampo/top.jsp
nbdc01344	KNApSAcK JAMU DB		http://www.knapsackfamily.com/jamu/top.jsp
nbdc01345	KNApSAcK Lunch Box		http://www.knapsackfamily.com/LunchBox/top.jsp
nbdc01346	H-EPD	H-Inv Extended Protein Database	http://hinv.jp/hinv/h-epd/
nbdc01347	Recount DB		http://recountdb.cbrc.jp/
nbdc01348	NBDC Human Database		https://humandbs.dbcls.jp/en/
nbdc01349	SSBD:database	Systems Science of Biological Dynamics database	https://ssbd.riken.jp/
nbdc01350	KONAGAbase		http://dbm.dna.affrc.go.jp/px/
nbdc01351	Brown planthopper Maps & Markers Database		https://sogo.dna.affrc.go.jp/cgi-bin/sogo.cgi?class=unka
nbdc01357	Downlodable Data (Radiation Effects Research Foundation)		https://www.rerf.or.jp/en/library/data-en/
nbdc01362	JACLiD	acupuncture and moxibustion medical care general bibliographic-data-base	http://jaclid.jsam.jp/dspace/index.jsp?locale=en
nbdc01379	iNTRODB	Integrated Neglected TROpical disease DataBase	http://www.bi.cs.titech.ac.jp/introdb/about.html
nbdc01380	Coelacanth Genome Project		http://coelacanth.nig.ac.jp/
nbdc01381	Strawberry GARDEN	Strawberry Genome And Resource Entry	http://strawberry-garden.kazusa.or.jp/
nbdc01382	ARTRA	Arabidopsis DNA Microarray probe information	http://artra.kazusa.or.jp/artra/ARI3_101/index.html
nbdc01383	J-CHECK	Japan chemical collaborative knowledge database	https://www.nite.go.jp/chem/jcheck/top.action?request_locale=en
nbdc01384	PcsEST	KAMEMUSHI (PS: oriental stink bug) EST	http://pcsest.dna.affrc.go.jp/
nbdc01385	PVcDNA	YUSURIKA cDNA	http://pvcdna.dna.affrc.go.jp/
nbdc01386	YOKOBAI (NC: green rice leafhopper) EST		http://ncest.dna.affrc.go.jp/
nbdc01387	Comprehensive Medical Plant Database		http://mpdb.nibiohn.go.jp/index(EN).html
nbdc01389	FANTOM5	Functional Annotation of the Mammalian Genome	https://fantom.gsc.riken.jp/5/
nbdc01391	MiFuP	Microbial Functional Potential	https://www.nite.go.jp/nbrc/mifup/
nbdc01392	HGVD	Human Genetic Variation Database	http://www.genome.med.kyoto-u.ac.jp/SnpDB/index.html
nbdc01395	TradMPD	Traditional Medical & Pharmaceutical Database	http://dentomed.toyama-wakan.net/index_en
nbdc01396	KNApSAcK Bicycle	KNApSAcK Bicycle Algae Metabolic Pathway	http://www.knapsackfamily.com/bicycle/top.html
nbdc01399	Carnation DB		http://carnation.kazusa.or.jp/
nbdc01400	Raphanus sativus Genome DataBase		http://radish.kazusa.or.jp/
nbdc01401	DAIZUbase		https://daizubase.daizu.dna.affrc.go.jp
nbdc01402	fpgp	Flowering Plant Gene Picker	http://fpgp.dna.affrc.go.jp/
nbdc01403	Komugi GSP	Komugi Genome Sequence Program	http://komugigsp.dna.affrc.go.jp/index.html
nbdc01404	PGF-DB	Plant Gene Family Database	http://green.dna.affrc.go.jp/PGF-DB/
nbdc01405	AfRicA DB	African Rice Annotation DataBase	http://green.dna.affrc.go.jp/Og/
nbdc01406	bex-db	Barley Gene Expression Database	https://barleyflc.dna.affrc.go.jp/bexdb/index.html
nbdc01407	FiT-DB	Field transcriptome database	http://fitdb.dna.affrc.go.jp/
nbdc01408	DDIDA		http://cgs.pharm.kyoto-u.ac.jp/ddida/
nbdc01411	Neonatal Research Network Database in Japan		http://plaza.umin.ac.jp/nrndata/indexe.htm
nbdc01412	GatVirus Database		http://teine.cc.sapmed.ac.jp/~gatvirus/ddbj2/
nbdc01413	PercellomeDB		http://www.nihs.go.jp/tox/percellome_e.html
nbdc01418	Evidence Reports of Traditional East Asian Medicine (ETEAM)		http://jhes.umin.ac.jp/team.html
nbdc01423	ClinicalTrials.gov		https://clinicaltrials.gov/
nbdc01424	Ultrafast sequence search GGGenome		https://gggenome.dbcls.jp/en/
nbdc01425	WormTSS		http://wormtss.utgenome.org/browser/
nbdc01426	Medaka Methylome Browser		https://utgenome.org/medaka_v2/#!Methylation.md
nbdc01427	Mouse Phenotype Database		http://www.mouse-phenotype.org/
nbdc01429	KEGG Metagenomes		http://www.genome.jp/kegg/catalog/org_list3.html
nbdc01430	SHOGoiN	Human Omics database for the Generation of iPS and Normal Cells	http://shogoin.stemcellinformatics.org/
nbdc01431	AIIC	Asian Insect Information Center	http://aiic.jp/
nbdc01432	ANISEED	Ascidian Network of In Situ Expression and Embryological Data	http://www.aniseed.cnrs.fr/aniseed/
nbdc01433	CancerProView	Cancer related Gene/Protein and Disease Pathway Database	http://cancerproview.dmb.med.keio.ac.jp/php/cpv.html
nbdc01435	Cassava Online Archive		http://cassava.psc.riken.jp/ver.1/
nbdc01436	CEOP Tsukuba Reference Site	CTRS	http://www.geoenv.tsukuba.ac.jp/~ceoptsukuba/index.html
nbdc01437	Cerebellar Platform		https://cerebellum.neuroinf.jp
nbdc01439	"Database of Synaptic Connectivity of C. elegans for Computation"		http://ims.dse.ibaraki.ac.jp/ccep/
nbdc01440	DBSCR	Database of transcriptional regulation in Streptomyces coelicolor and its closest relatives	http://dbscr.hgc.jp/
nbdc01441	DTA DATABASE	Dihedral Transition Analysis database	http://kitao02.bio.titech.ac.jp/DTA/top.php
nbdc01442	Dynamic Brain Platform		https://dynamicbrain.neuroinf.jp/index.php?ml_lang=en
nbdc01443	ED-Genes	Database for Endocrine disrupter-sensitive Genes in reproductive system	http://www.med.u-fukui.ac.jp/SEIKA2/ED-Genes.html
nbdc01444	fabry-database.org		http://fabry-database.org/
nbdc01445	FLY BRAIN	An Online Atlas and Database of the Drosophila Nervous System	http://flybrain.neurobio.arizona.edu/
nbdc01447	DB-AT	Database of Apicomplexa Transcriptomes	http://fullmal.hgc.jp/
nbdc01453	CaMPDB	Calpain for Modulatory Proteolysis Database	http://www.calpain.org/
nbdc01455	HKUPP	Human Kidney and Urine Proteome Project	http://www.hkupp.org
nbdc01457	Ig-Base	Immunoglobulin structure database	http://sysimm.ifrec.osaka-u.ac.jp/igBase/
nbdc01458	IRView		http://ir.hgc.jp/
nbdc01460	Striga hermonthica EST Database		http://striga.psc.riken.jp/est2uni/index.php
nbdc01462	SCCmec		http://www.staphylococcus.net/index.php/en
nbdc01463	SYMPHONIE	SYMPtomics Hamamatsu Ontology for new Investigative Etiology	http://symphonie.mpb.hama-med.ac.jp/Symphonie/jsp/index.jsp
nbdc01464	The RAS/MAPK syndromes Homepage		http://www.medgen.med.tohoku.ac.jp/ras_mapk/index.html
nbdc01465	VSPECIMENS	A database for voucher specimens	http://www.vspecimens.net/?locale=en
nbdc01466	RTCGD	Retrovirous and Transposon tagged Cancer Gene Database	http://variation.osu.edu/rtcgd/index.html
nbdc01467	UniBio Press Packages		http://www.unibiopress.org/package/index.html
nbdc01468	THz database		http://thzdb.org/
nbdc01469	TUFC Culture Online Catalogue		http://muses.muses.tottori-u.ac.jp/facilities/FMRC/english/distribution.html
nbdc01472	SHELLS DATABASE		https://bishogai.com/index.html
nbdc01473	RAISE Database	Rangelands Atmosphere-Hydrosphere-Biosphere Interaction Study Experiment in Northeastern Asia Database	http://raise.suiri.tsukuba.ac.jp/DVD/top/home.htm
nbdc01475	Visual Archive of Natural History Bibliotheca		http://webarchives.tnm.jp/infolib/meta_pub/G0000002070723ZF
nbdc01476	NIMG-PF	NeuroImaging-platform	https://nimg.neuroinf.jp/?ml_lang=en
nbdc01480	D-PAF	Database of Parasites in Fish and Shellfish	http://fishparasite.fs.a.u-tokyo.ac.jp/index-eng.html
nbdc01481	Experimental Techniques for Physiological Sciences		http://www.nips.ac.jp/tech/ipr/
nbdc01483	Annals of Nuclear Medicine		http://www.jsnm.org/english/publications/
nbdc01488	MacroArray Analysis Page of Mesorhizobium loti MAFF303099		http://orca10.bio.sci.osaka-u.ac.jp/array01/
nbdc01489	Neuropathology Database		http://pathologycenter.jp/english/en_index.html
nbdc01492	GFP-fusion library of Schizosaccharomyces pombe		https://www2.nict.go.jp/bio/seibutsu/CellMagic/english/gfp_fusionlibrary.html
nbdc01494	OryzaPG-DB	Rice Proteogenomics Database	https://github.com/MoHelmy/oryza-PG/
nbdc01495	PHDB	PH Database	http://www.physiome.jp/phdb/index.html
nbdc01496	Epigenome project portal site		http://epigenome.cbrc.jp/index.html
nbdc01498	Database of Sensors, Brains, and Behaviors in Invertebrates		https://invbrain.neuroinf.jp/modules/htmldocs/IVBPF/Database/ivbpf.html?ml_lang=en
nbdc01501	Galapagos Islands featuring the transition of plant life	Galapagos Islands Image Database	http://gallery.lb.nagasaki-u.ac.jp/galapagos/index.html
nbdc01502	Zoological Collection Database @ Stazione Zoologica 'Anton Dohrn' di Napoli		http://szn.i.hosei.ac.jp/HTML/index.php
nbdc01503	Transcriptional Regulation Portal		http://www.abren.net/tfportal/new/
nbdc01506	S. cerevisiae OriDB		http://cerevisiae.oridb.org/
nbdc01507	S. pombe OriDB		http://pombe.oridb.org/
nbdc01508	Integrative Disease Omics Database (iDOx DB)		https://gemdbj.ncc.go.jp/omics/index_en.html
nbdc01510	J-phenome	A portal of phenotype data analyzed in Japan	http://jphenome.info/en/
nbdc01513	WCPDB	WCPDB - Thermus thermophilus HB8 Whole Cell Project Database -	http://www.tanpaku.org/ThermusDB/index.html
nbdc01515	Molecule of the Month Archive	RCSB PDB Molecule of the Month	http://pdb101.rcsb.org/motm/
nbdc01517	gEVE database	Genome-based Endogenous Viral Element Database	http://geve.med.u-tokai.ac.jp
nbdc01518	jMorp	Japanese Multi Omics Reference Panel	https://jmorp.megabank.tohoku.ac.jp
nbdc01519	ARTADE2 predicted gene model database	ARabidopsis Tiling-Array-based Detection of Exons version 2	https://metadb.riken.jp/metadb/db/SciNetS_ria227i
nbdc01521	Database of sensory characteristics of older persons and persons with disabilities		http://scdb.db.aist.go.jp/?lng=en
nbdc01522	Digital Atlas of Actinomycetes Ver. 2		http://www.actino.jp/DigitalAtlas/
nbdc01523	RBFL DB	RIKEN Brachypodium FLcDNA database	http://brachy.bmep.riken.jp/ver.1/index.pl
nbdc01524	SKIP Stemcell DATABASE		https://skip.stemcellinformatics.org/SKIPSearch/search?lang=en
nbdc01525	UniCarbKB		http://www.unicarbkb.org
nbdc01529	BRACHYPEDIA		http://brachypedia.bmep.riken.jp/wiki/index.php/Main_Page
nbdc01530	NikkajiWeb	Japan Chemical Substance Dictionary Web	http://doi.org/10.15079/NIKKAJI
nbdc01532	iJGVD	Integrative Japanese Genome Variation Database	https://ijgvd.megabank.tohoku.ac.jp
nbdc01533	CGGDB	Caenorhabditis elegans GlycoGene DataBase	https://jcggdb.jp/cggdb/
nbdc01534	GlycoNMR Database		https://glycoinfolab.jp/GlycoNMR/
nbdc01536	MCCV	Microbial Culture Collection Vocabulary	http://bioportal.bioontology.org/ontologies/MCCV
nbdc01537	wwPDB/RDF		http://rdf.wwpdb.org/
nbdc01538	MBGD SPARQL Search		http://mbgd.genome.ad.jp/sparql/
nbdc01539	es-BANK	Environmental Specimen Bank	http://esbank-ehime.com/dnn/
nbdc01540	VaDE	VarySysDB Disease Edition	http://bmi-tokai.jp/VaDE/#en
nbdc01541	RDF Portal		https://rdfportal.org/
nbdc01542	Pheno-Pub		http://ja.brc.riken.jp/lab/jmc/mouse_clinic/m-strain/phenopub_top.html
nbdc01543	SDOP-DB	a database for international sharing of mouse phenotyping protocols	http://www.brc.riken.go.jp/lab/bpmp/SDOP/index.html
nbdc01544	EST Database for Useful Plants		http://database.rish.kyoto-u.ac.jp/arch/plantdb2/index_e.html
nbdc01545	Digital Brain Atlas of the Common Marmoset (Callithrix jacchus)		https://neuropathology.jp/marmoset_login/
nbdc01546	MMMDB	Mouse Multiple tissue Metabolome Database	http://mmmdb.iab.keio.ac.jp
nbdc01547	Pt_spiderBASE		http://www.e-celldev.jp/pt_spiderbase/
nbdc01548	CaPriCo	Database of Captive Primate Collection	http://www.j-monkey.jp/caprico/index_e.php
nbdc01549	Wood Diversity HSDB network		http://database.rish.kyoto-u.ac.jp/arch/bmi/index_e.html
nbdc01552	e-Foram Stock		http://webdb2.museum.tohoku.ac.jp/e-foram/index.html
nbdc01554	OpenTein	Open Teratoma Investigation	http://opentein.hgc.jp/
nbdc01555	NIPH Clinical Trials Search		https://rctportal.niph.go.jp/en/
nbdc01557	RED II INAHO (Archive)	Rice Expression Database II INAHO	https://dbarchive.biosciencedbc.jp/en/redii-inaho/desc.html
nbdc01558	ChIP-Atlas		https://chip-atlas.org/
nbdc01560	PCoM	Protein Co-Migration Database for photosynthetic organisms	http://pcomdb.lowtem.hokudai.ac.jp/proteins/top
nbdc01561	CMarZ-Asia Database	Census of Marine Zooplankton-Asia Database	http://miwe9.aori.u-tokyo.ac.jp/db/index.html
nbdc01562	TOMATOMICS		http://bioinf.mind.meiji.ac.jp/tomatomics/
nbdc01566	JBOL-DB	Japanese DNA Barcode Database	http://db.jboli.org
nbdc01567	ViBrism Database	Virtual Brain with 3D-IDM Database	http://vibrism.neuroinf.jp
nbdc01569	Paleontology Collections Database		http://umdb.um.u-tokyo.ac.jp/DKoseibu/en/index.html
nbdc01570	Tokyo University Museum, The University of Tokyo Zoology		http://umdb.um.u-tokyo.ac.jp/DDoubutu/TDoubutu.php
nbdc01571	MarpolBase	The genome database for Marchantia polymorpha	http://marchantia.info
nbdc01573	The traditional fermented foods of Thiland		http://www.jircas.affrc.go.jp/DB/DB11/
nbdc01574	Common underwater plants in coastal areas of Thailand		https://www.jircas.affrc.go.jp/project/aquacult_Thailand/index.html
nbdc01577	PODC	Plant Omics Data Center	http://plantomics.mind.meiji.ac.jp/podc/
nbdc01578	ICGC Data Portal		https://dcc.icgc.org/
nbdc01580	HBT	Human Brain Transcriptome	http://hbatlas.org
nbdc01581	Planarian EST Database		http://planarian.bio.keio.ac.jp/EST.html
nbdc01582	GeneSigDB	Gene Signature DataBase	http://genesigdb.org/genesigdb/
nbdc01583	CiRA Research Activities	Center for iPS Cell Research and Application (CiRA)	http://www.cira.kyoto-u.ac.jp/e/research/
nbdc01584	biocaster-ontology		https://github.com/nhcollier/biocaster-ontology/
nbdc01585	microRNA.org		http://www.microrna.org/microrna/home.do
nbdc01586	NPEdia Compounds Search		http://www.cbrg.riken.jp/npedia/?LANG=en
nbdc01587	Comprehensive transcriptomic analysis of molecularly targeted drugs in cancer for target pathway evaluation		http://scads.jfcr.or.jp/db/cs/
nbdc01588	HEMM	Human-Earth Microbes and Microbiomes	http://hemm.org/
nbdc01589	mitotRNAdb	mitochondrial tranfer RNA database	http://mttrna.bioinf.uni-leipzig.de/mtDataOutput/
nbdc01591	ORFeome Collaboration		http://www.orfeomecollaboration.org
nbdc01594	jPOST	Japan ProteOme STandard Repository/Database	https://jpostdb.org
nbdc01595	Dfam		http://dfam.org
nbdc01597	iPfam		http://ipfam.org
nbdc01606	Metabolite Ecology DB		http://www.knapsackfamily.com/MetaboliteEcology/top.jsp
nbdc01611	PDBj numon		https://numon.pdbj.org/index.php?l=en
nbdc01615	DBKERO		http://kero.hgc.jp
nbdc01616	DBASS		http://www.dbass.org.uk
nbdc01617	DAnCER	Disease Annotated Chromatin Epigenetics Resource	http://wodaklab.org/dancer/
nbdc01618	MicrosporidiaDB		https://microsporidiadb.org/micro/app
nbdc01619	The RIKEN integrated database of mammals		https://metadb.riken.jp/metadb/db/SciNetS_ria254i
nbdc01620	CPLM	Compendium of Protein Lysine Modifications	http://cplm.biocuckoo.org
nbdc01624	AFND	Allele Frequency Net Database	http://www.allelefrequencies.net/
nbdc01625	RESOPS	RNA Editing Sites to Protein 3D Structure	http://cib.cf.ocha.ac.jp/RNAEDITING/index.html
nbdc01626	EffectiveDB		http://effectivedb.org
nbdc01627	VnD	Genetic Variation and Drug	http://vnd.kobic.re.kr
nbdc01628	WebGeSTer DB - A Transcription Terminator Database		http://pallab.serc.iisc.ernet.in/gester/
nbdc01631	RBPDB	The database of RNA-binding protein specificities	http://rbpdb.ccbr.utoronto.ca/
nbdc01632	ChemTHEATRE		https://chem-theatre.com
nbdc01633	Flora of Nepal Database (Ferns and its allies)		http://umdb.um.u-tokyo.ac.jp/DShokubu/nepal/Ferns/specimen_dic/findrecords.php
nbdc01637	KANPHOS	Kinase-Associated Neural Phospho-Signaling	https://kanphos.neuroinf.jp
nbdc01638	TF clone		https://plant.rtc.riken.jp/resource/tfclone/tfclone_information.html
nbdc01640	HealthData.gov		https://www.healthdata.gov
nbdc01641	FAIRsharing.org		https://fairsharing.org
nbdc01642	Dryad	Dryad Digital Repository	http://datadryad.org
nbdc01646	TroCEP	Tropical Coastal Ecosystems Portal	http://www.nies.go.jp/TroCEP/index.html
nbdc01647	JaLTER Data Catalog Search		http://db.cger.nies.go.jp/JaLTER/metacat/style/skins/jalter-en/index.jsp
nbdc01648	Chironomid DNA Barcode Database		http://www.nies.go.jp/yusurika/en/index.html
nbdc01649	REFOLDdb		http://pford.info/refolddb/
nbdc01652	Roadmap Epigenomics Project		http://www.roadmapepigenomics.org
nbdc01653	dbDNV	Duplicated-gene Nucleotide Variants	http://goods.ibms.sinica.edu.tw/DNVs/
nbdc01654	DDPC	Dragon Database of Genes Implicated in Prostate Cancer	http://www.cbrc.kaust.edu.sa/ddpc/
nbdc01655	IHEC Data Portal	The International Human Epigenome Consortium Data Portal	http://epigenomesportal.ca/ihec/
nbdc01656	YPA	Yeast Promoter Atlas	http://ypa.csbb.ntu.edu.tw/
nbdc01657	CEEHRC NETWORK	Canadian Epigenetics, Environment and Health Research Consortium Network	http://www.epigenomes.ca/
nbdc01661	BGD	The Bovine Genome Database	http://BovineGenome.org/
nbdc01662	EMDataResource		https://www.emdataresource.org
nbdc01663	Yamashina Institute for Ornithology Specimen Database		http://decochan.net/index.php?p=1&lang=e
nbdc01665	GRIPDB (Archive)	GPCRs Interaction Partners Database	https://dbarchive.biosciencedbc.jp/en/gripdb/desc.html
nbdc01666	FlyFactorSurvey		http://mccb.umassmed.edu/ffs/
nbdc01667	TFGD	Tomato Functional Genomics Database	http://ted.bti.cornell.edu
nbdc01668	Acytostelium Gene Database		http://cosmos.bot.kyoto-u.ac.jp/acytodb/cgi-bin/index.cgi?org=as
nbdc01669	TIARA	Totally Integrated high-resolution Array cgh data and high-throughput sequencing Read data Archive human genome database	http://tiara.gmi.ac.kr/
nbdc01670	TRIP Database		http://www.trpchannel.org
nbdc01671	Isobase		http://groups.csail.mit.edu/cb/mna/isobase/
nbdc01672	MitoGenesisDB	Mitochondrial Spatio-Temporal Expression Database	http://www.dsimb.inserm.fr/dsimb_tools/mitgene/
nbdc01673	OMICtools		https://omictools.com
nbdc01674	AIST-MeRAM	Multi-purpose Ecological Risk Assessment and Management Tool	https://en-meram.aist-riss.jp
nbdc01675	ThYme	Thioester-active Enzymes	https://thyme.engr.unr.edu/v2.0/
nbdc01676	PCDDB	Protein Circular Dichroism Data Base	https://pcddb.cryst.bbk.ac.uk
nbdc01677	LocDB	Protein Localization Database for Human and Arabidopsis	http://www.rostlab.org/services/locDB/
nbdc01678	SuperSweet		http://bioinformatics.charite.de/sweet/
nbdc01679	Image database of Longicorn Beetles of Japan		https://db.ffpri.go.jp/longicorn_jp/index-E.html
nbdc01680	TADB 2.0	an updated database of bacterial type II toxin-antitoxin loci	https://bioinfo-mml.sjtu.edu.cn/TADB2/index.php
nbdc01681	RegPhos	Regulatory Network in Protein Phosphorylation	http://140.138.144.141/~RegPhos/index.php
nbdc01682	BioModels		https://www.ebi.ac.uk/biomodels/
nbdc01683	BMRBj Data Server		https://bmrbpub.pdbj.org
nbdc01684	Oncomine		https://www.oncomine.org
nbdc01685	D-iOrgansAtlas		https://www.d-iorgans.karydo-tx.com/en
nbdc01689	Melonet DB		https://melonet-db.dna.affrc.go.jp/ap/top
nbdc01690	HOmo sapiens transcription factor COmprehensive MOdel COllection (HOCOMOCO)	HOCOMOCO	http://hocomoco.autosome.ru/
nbdc01691	MetalPDB		http://metalpdb.cerm.unifi.it/
nbdc01692	PRGdb	Plant Resistance Gene Database	http://prgdb.org/prgdb4/
nbdc01693	BloodSpot		http://www.bloodspot.eu
nbdc01694	The Cell: An Image Library		http://www.cellimagelibrary.org
nbdc01695	mycoCLAP		http://mycoCLAP.fungalgenomics.ca
nbdc01697	Influenza Research Database	IRD	http://www.fludb.org
nbdc01699	Golm Metabolome Database	GMD	http://gmd.mpimp-golm.mpg.de/
nbdc01700	CellFinder		http://cellfinder.org/
nbdc01701	Monosaccharide Database	MonosaccharideDB	http://www.monosaccharidedb.org/
nbdc01702	autoSNPdb		http://autosnpdb.appliedbioinformatics.com.au
nbdc01704	RNAJunction: A Database of RNA Junction and Kissing loop Structure	RNAJunction	https://rnajunction.ncifcrf.gov/
nbdc01705	Nottingham Arabidopsis Stock Centre Seeds Database	NASC	http://arabidopsis.info
nbdc01706	Assembling the Fungal Tree of Life	AFTOL	http://aftol.org
nbdc01707	The Arabidopsis Gene Regulatory Information Server	AGRIS	https://agris-knowledgebase.org/
nbdc01709	Chemical Abstracts Service Registry	CAS Registry	https://www.cas.org/cas-data/cas-registry
nbdc01711	DNASU Plasmid Repository		http://dnasu.org/DNASU/Home.do
nbdc01712	Telomerase Database		http://telomerase.asu.edu
nbdc01713	American Type Culture Collection database	ATCC	http://www.atcc.org/
nbdc01714	Drosophila polymorphism database	DPD	http://dpdb.uab.es/dpdb/dpdb.asp
nbdc01715	Gene Disruption Project Database	GDP Database	http://flypush.imgen.bcm.tmc.edu/pscreen/
nbdc01716	PHI-base		http://www.phi-base.org/
nbdc01717	UK Stem Cell Bank	UKSCB	https://www.nibsc.org/ukstemcellbank
nbdc01718	cis-Regulatory Element Database	cisRED	http://www.cisred.org/
nbdc01719	Beijing Genomics Institute Rice Information System	BGI-RIS	http://rise.genomics.org.cn/
nbdc01720	Chicken Variation Database	ChickVD	http://chicken.genomics.org.cn
nbdc01721	Influenza Virus Database	IVDB	http://influenza.psych.ac.cn/
nbdc01722	YanHuang - YH1 Genome Database	YH1	http://yh.genomics.org.cn
nbdc01723	Bgee DataBase for Gene Expression Evolution	Bgee	https://www.bgee.org
nbdc01724	BindingDB database of measured binding affinities	BindingDB	http://www.bindingdb.org
nbdc01725	Non-Ribosomal Peptides Database	NORINE	http://norine.univ-lille.fr/norine/
nbdc01726	Therapeutically Relevant Multiple Pathways Database	TRMP	http://bidd.nus.edu.sg/group/trmp/trmp_ns.asp
nbdc01727	Agile Protein Interactomes Dataserver	APID Interactomes	http://apid.dep.usal.es/
nbdc01728	PRODORIC		https://www.prodoric.de/
nbdc01729	National Microbial Pathogen Data Resource	NMPDR	http://www.nmpdr.org
nbdc01730	siRecords		http://c1.accurascience.com/siRecords/
nbdc01731	Structure, Interfaces and Alignments for Protein-Protein Interactions Database	SNAPPI-DB	http://www.compbio.dundee.ac.uk/SNAPPI/index.jsp
nbdc01732	Database of MHC Ligands and Peptide Motifs	SYFPEITHI	http://www.syfpeithi.de/
nbdc01734	Open Regulatory Annotation	ORegAnno	http://www.oreganno.org/
nbdc01735	Magnaporthe grisea Database	MGG	http://www.broad.mit.edu/annotation/genome/magnaporthe_grisea/Home.html
nbdc01736	MutDB		http://mutdb.org/
nbdc01737	Universal PBM Resource for Oligonucleotide Binding Evaluation	UniPROBE	http://thebrain.bwh.harvard.edu/uniprobe/
nbdc01738	CutDB		http://cutdb.burnham.org
nbdc01740	The Cambridge Structural Database	CSD	http://www.ccdc.cam.ac.uk/solutions/csd-system/components/csd/
nbdc01741	Automatic molecular interaction predictions	InteroPorc	http://biodev.extra.cea.fr/interoporc/
nbdc01742	Cell Signaling Technology Pathway Database	CST	http://www.cellsignal.com/
nbdc01743	PhosphoSite Plus	PSP	http://www.phosphosite.org
nbdc01744	The Autism Chromosome Rearrangement Database		http://projects.tcag.ca/autism
nbdc01746	Plant Transcription Factor Database	PlantTFDB	http://planttfdb.cbi.pku.edu.cn
nbdc01748	Knottin database	KNOTTIN	https://www.dsimb.inserm.fr/KNOTTIN/
nbdc01749	Catalogue of Transmission Genetics in Arabs	CTGA	http://www.cags.org.ae/ctga/
nbdc01750	Common Access to Biological Resources and Information	CABRI	http://www.cabri.org
nbdc01751	Coli Genetic Stock Center	CGSC	https://cgsc.biology.yale.edu/
nbdc01754	MiCroKiTS		http://microkit.biocuckoo.org/
nbdc01755	GenomeTraFaC		http://genometrafac.cchmc.org
nbdc01756	PolyDoms		http://polydoms.cchmc.org
nbdc01757	GreenPhylDB: A phylogenomic database for plant comparative genomics	GreenPhyl	http://www.greenphyl.org
nbdc01759	Oryza Tag Line	OTL	http://oryzatagline.cirad.fr/
nbdc01761	FireDB		http://firedb.bioinfo.cnio.es/
