prefix	name	description
FAIRsharing.f2a4e6	KiltHub	KiltHub is a comprehensive institutional repository, maintained by the Carnegie Mellon University Libraries and hosted on the figshare platform, where CMU researchers and their collaborators can share the scholarly outputs and research data produced in the course of their research. KiltHub curates, collects, preserves, and provides open access to this material as part of the Libraries' commitment to open scholarship and collaboration.
FAIRsharing.f2d298	data.public.lu	The data.public.lu platform is Luxembourg’s national open data portal, hosted by the government. It provides free access to public datasets produced by ministries, public administrations, municipalities, and other organizations. The data cover many areas such as environment, mobility, statistics, geospatial information, and public services. It is designed to promote transparency and enable the reuse of public sector data for research, analysis, and application development.
FAIRsharing.f2efdd	Pacific and Regional Archive for Digital Sources in Endangered Cultures	PARADISEC (the Pacific And Regional Archive for Digital Sources in Endangered Cultures) is a digital archive that preserves recordings and materials documenting endangered languages and small cultures, mainly from the Pacific and Southeast Asia. It provides access to audio, text, and visual data collected through fieldwork, ensuring they are safely digitized and catalogued according to international archiving standards.
FAIRsharing.f33cf4	Port Moody's Open Data Portal	Port Moody’s Open Data Portal provides public access to a wide range of data, statistics, and government information for the city. It includes datasets on permits, licences, business directories, demographics, and more. The goal of the portal is to promote transparency, facilitate public collaboration, and support innovation and decision-making.
FAIRsharing.f34b51	GHDDI Info Sharing Portal	GHDDI Info Sharing Portal is the public information sharing portal and data repository for the drug discovery community, initiated by GHDDI. We are making our drug discovery capabilities and resources available at no cost to all researchers who are developing new treatments for COVID-19.
FAIRsharing.f35a78	Geothermal Information System	GeotIS is the German Geothermal Information System maintained by LIAG. It provides open access to geological and geothermal data, maps, subsurface temperatures, aquifer information, and assessments of geothermal energy potential across Germany. (
FAIRsharing.f37265	World Glacier Monitoring Service	The World Glacier Monitoring Service (WGMS) is an international scientific service that collects, standardizes, archives, and disseminates data on glacier fluctuations worldwide. It provides long-term information on glacier changes, including variations in length, area, volume, thickness, and mass balance, based on in-situ measurements, remote sensing, and reconstructions. The WGMS database supports research on glaciology, cryosphere science, hydrology, and climate change and covers glaciers globally.
FAIRsharing.f37bb6	Biocides in the environment	Database by the German environmental agency (UBA) with monitoring data about the presence of biocides in the environment. It further includes information about approval status (in Germany), physicochemical properties, and CLP classification.
FAIRsharing.f384c3	SeaWiFS Bio-optical Archive and Storage System	SeaWiFS Bio-optical Archive and Storage System (SeaBASS) is a publicly shared archive of in situ oceanographic and atmospheric data maintained by the NASA Ocean Biology Processing Group (OBPG). Archived data include measurements of apparent and inherent optical properties, phytoplankton pigment concentrations, and other related oceanographic and atmospheric data, such as water temperature, salinity, stimulated fluorescence, and aerosol optical thickness. Data are collected using a number of different instrument packages, such as profilers, buoys, and hand-held instruments, and manufacturers on a variety of platforms, including ships and moorings.
FAIRsharing.f3b7a9	COVID-19 Data Portal	The COVID-19 Data Portal enables researchers to upload, access and analyse COVID-19 related reference data and specialist datasets. The aim of the COVID-19 Data Portal is to facilitate data sharing and analysis, and to accelerate coronavirus research. The portal includes relevant datasets submitted to EMBL-EBI as well as other major centres for biomedical data. The COVID-19 Data Portal is the primary entry point into the functions of a wider project, the European COVID-19 Data Platform.
FAIRsharing.f3d17a	Slovenian Social Science Data Archives	Record does not exist anymore: Slovenian Social Science Data Archives. The record with identifier content 10.25504/FAIRsharing.f3d17a was invalid. Records previously linked: [1332, 2452]. Organisations previously linked: [3807, 602, 5362].
FAIRsharing.F3DLA1	Biomedical Entity Expansion, Ranking, and Explorations	BEERE (Biomedical Entity Expansion, Ranking, and Explorations) is a web-based data analysis tool to help biomedical researchers characterize any input list of genes/proteins, biomedical terms, or their combinations, i.e., “biomedical entities”, in the context of existing literature. Specifically, BEERE first aims to help users examine the credibility of known entity-to-entity associative or semantic relationships supported by database or literature references from the user input of a gene/term list. Then, it will help users uncover the relative importance of each entity—a gene or a term—within the user input by computing the ranking scores of all entities. Lastly, it will help users hypothesize new gene functions or genotype-phenotype associations by an interactive visual interface of constructed global entity relationship network. The output from BEERE includes: a list of the original entities matched with known relationships in databases; any expanded entities that may be generated from the analysis; the ranks and ranking scores reported with statistical significance for each entity; and an interactive graphical display of the gene or term’s network within data provenance annotations that link out to external data sources. The web server is free and open to all users with no login requirement and can be accessed at http://discovery.informatics.uab.edu/beere/.
FAIRsharing.f3ef64	IMPACT	IMPACT, the Information Marketplace for Policy and Analysis of Cyber-risk & Trust, is a community of providers and seekers of cyber-risk-relevant data, tools and analytics to inform policy and analysis of cyber-risk and trust. The distributed repository provides researchers, developers and evaluators with current and longitudinal empirical data relevant to cyber threat prevention, detection and mitigation R&D.
FAIRsharing.f43996	Atmospheric Infrared Sounder	AIRS, the Atmospheric Infrared Sounder on NASA's Aqua satellite, gathers infrared energy emitted from Earth's surface and atmosphere globally, every day. Its data provides 3D measurements of temperature and water vapor through the atmospheric column along with a host of trace gases, surface and cloud properties. AIRS data are used by weather prediction centers around the world to improve their forecasts. They are also used to assess the skill of climate models and in applications ranging from volcanic plume detection to drought forecasting.
FAIRsharing.f46873	The Cell Map	TheCellMap.org is an open-access database that stores, visualizes, and enables exploration of genetic interaction networks from both yeast (Saccharomyces cerevisiae) and human cells. It integrates genome-wide Synthetic Genetic Array (SGA) data in yeast with CRISPR-based perturbation screens in human cells to map functional relationships between genes. Users can interactively browse global networks, extract subnetworks, and explore gene functions or functional modules.
FAIRsharing.f483fc	DataNB	DataNB is a research data repository hosted by the University of New Brunswick that provides access to a wide range of de‑identified and linkable administrative datasets for approved research projects. It supports evidence‑based decision‑making and academic research by enabling analysis of population, health, education, environment, and social data from New Brunswick.
FAIRsharing.f49223	Open Reaction Database - Repository	The data repository for the Open Reaction Database (ORD). The ORD repository supports the sharing of structured reaction data. Their vision is that a consistent data representation and infrastructure to support data sharing will enable downstream applications that will greatly improve the state of the art with respect to computer-aided synthesis planning, reaction prediction, and other predictive chemistry tasks.
FAIRsharing.f4992f	National Oceanic and Atmospheric Administration OneStop	National Oceanic and Atmospheric Administration (NOAA) OneStop can be used to search for any NOAA data with a metadata record. It is an interoperable tool designed to explore data from across scientific disciplines, formats, time periods, and locations. OneStop’s wide range of filtering options can pinpoint specific collections or granules that may not be discoverable in other mediums.
FAIRsharing.f4bfb1	Czech Social Science Data Archive	The Czech Social Science Data Archive (CSDA) is a national data services center for the social sciences, which acquires, processes, documents, and stores digital data files from scientific projects and makes them available for further analytical use in scientific research and teaching at universities.
FAIRsharing.f50cc0	IVOA Vocabulary: Unified Astronomy Thesaurus (IVOA rendering)	This is a re-publication of the Unified Astronomy Thesaurus (see https://astrothesaurus.org), in particular using human-readable URIs and with availability in Desise.
FAIRsharing.f51cd4	UTM-CSIC Data Centre	The UTM Data Centre is responsible for managing spatial data acquired during oceanographic cruises on board Spanish CSIC research vessels and RV Hespérides.
FAIRsharing.f522ad	Systema Dipterorum	The Systema Dipterorum database is a comprehensive online taxonomic resource for the insect order Diptera (flies and midges). It provides names, classification information, and reference data for species and higher taxa around the world, helping researchers check valid names and taxonomic details.
FAIRsharing.f53e74	Repozytorium Uniwersytetu Łódzkiego	The University of Lodz Repository is an institutional repository whose purpose is to disseminate the scholarly output of its staff and promote research conducted at the UL. It is an archive of its own electronic documents – each deposited publication or collection of research data is given a permanent identifier, enabling the document to be cited and indexed in scientific databases. The University of Lodz Repository operates as an institutional repository based on Regulation No. 51 of the Rector of the University of Lodz of 31 March 2015.
FAIRsharing.f55jfq	GenomeRNAi	The GenomeRNAi database collects RNAi phenotypes recorded in the literature for Homo sapiens and Drosophila melanogaster, as well as details on RNAi reagents. The data is well integrated with information from other resources, allowing comparison within and across species. Download files are provided.
FAIRsharing.f55kb7	Orthologous Group Ontology	This resource is no longer available because its underlying source material is not in scope for FAIRsharing.
FAIRsharing.f588b3	Database of Places, Language, Culture, and Environment	The Database of Places, Language, Culture, and Environment (D-PLACE) is an expandable, open-access databases that aims to describe the dispersed corpus of information describing human cultural diversity. Its goal is to make it easy for individuals to contrast their own cultural practices with those of other societies, and to consider the factors that may underlie cultural similarities and differences. D-PLACE contains cultural, linguistic, environmental and geographic information 'societies', which are groups of people in a particular locality who often share a language and cultural identity. All cultural descriptions are tagged with the date to which they refer and with the ethnographic sources that provided the descriptions. The majority of the cultural descriptions in D-PLACE are based on ethnographic work carried out in the 19th and early-20th centuries (pre-1950). D-PLACE lets you visualize cross-cultural data in three ways: as a list in a table, on a global map, or on a linguistic tree (i.e., phylogeny or classification). Data points (i.e., rows in the table, points on the map, points on the tree) represent the expression of a particular cultural feature by a particular society at a given time and place, as recorded by the Source. Data points are colour-coded to allow you to quickly assess the diversity of a cultural feature across societies in the table, map, or linguistic tree.
FAIRsharing.f5964c	TreeSource	TreeSource is the National database on wood and trees quality in Canada. Developed by the Canadian Forest Service, it aims to gather the largest possible amount of information on trees quality (dendrometry, physico-mechanical and chemical properties) for economically important species across Canada, for research purposes.
FAIRsharing.f5b5j1	KnotProt: A database of proteins with knots and slipknots	KnotProt collects information about proteins with knots or slipknots. The knotting complexity of proteins is presented in the form of a matrix diagram that shows users the knot type of the entire polypeptide chain and of each of its subchains. The database presents extensive information about the biological function of proteins with non-trivial knotting and enables users to analyze new structures.
FAIRsharing.f5bf2e	Seamount Catalog	The Seamount Catalog is a digital archive for bathymetric seamount maps that can be viewed and downloaded in various formats. This catalog contains morphological data, sample information, related grid and multibeam data files, as well as user-contributed files that all can be downloaded.
FAIRsharing.f5f4da	Manufacturer and User Facility Device Experience Database	The Manufacturer and User Facility Device Experience (MAUDE) database represents reports of adverse events involving medical devices. MAUDE contains the last 10 years of medical device report (MDR) data. MAUDE may not include reports made according to exemptions, variances, or alternative reporting requirements granted under 21 CFR 803.19. The downloadable data files consist of voluntary reports since June 1993, user facility reports since 1991, distributor reports since 1993, and manufacturer reports since August 1996. The public may search the database for information on medical devices that may have malfunctioned or caused a death or serious injury. Data for the past 10 years is available through the end of the previous month. The FDA seeks to include all reports received prior to each monthly update. Data more than 10 years old through 1995 is available in zip files by year.
FAIRsharing.f5xs6m	BloodSpot	BloodSpot is a database of mRNA expression in healthy and malignant haematopoiesis and includes data from both humans and mice. The core function of BloodSpot is to provide an expression plot of genes in healthy and cancerous haematopoietic cells at specific differentiation stages. In addition to the default plot, that displays an integrated expression plot, two additional levels of visualization are available; an interactive tree showing the hierarchical relationship between the samples, and a Kaplan-Meier survival plot. Prior to BloodSpot, this service was provided by an earlier project, HemaExplorer, also by the same research group. HemaExplorer was updated to the BloodSpot platform, which all users are encouraged to use instead.
FAIRsharing.f5zx00	Expression Atlas	"The Expression Atlas is a free resource providing information on gene expression patterns under different biological conditions in a variety of species. Gene expression data is re-analysed in-house to detect genes showing interesting baseline and differential expression patterns, allowing a user to ask questions such as ""what are the genes expressed in normal human liver"" and ""what genes are differentially expressed between water-stressed rice plants and controls with normal watering?"" The resource features proteomics data sets provided by collaborators for corroboration between gene- and protein-level expression results. The latest component, Single Cell Expression Atlas, systematically reanalyses and visualises single cell RNA-sequencing datasets and helps answer questions such as what cell population a gene can act as a marker gene."
FAIRsharing.f63h4k	NARCIS	NARCIS provides access to scientific information, including (open access) publications from the repositories of all the Dutch universities, KNAW, NWO and a number of research institutes, which is not referenced in other citation databases.
FAIRsharing.f64055	Preclinical Image Dataset Repository	The Preclinical Image DAtaset Repository (PIDAR) is a public repository of metadata information of preclinical image datasets from any imaging modality associated to peer-review publications. It provides a new metadata model to describe preclinical image datasets. This model has been developed from the Working group of Data Management of Euro-BioImaging Med-Hub
FAIRsharing.f64bbe	RADAR4Memory	RADAR4Memory is a low-threshold and easy-to-use service for the sustainable publication and preservation of research data in the historical sciences and other disciplines working with historical data. It offers free publication for any data type and format according to the FAIR principles, regardless of the researcher's institutional affiliation. Thanks to persistent identifiers (DOI) and a guaranteed retention period of at least 25 years, the research data will remain available, citable and findable in the long term. The service is currently aimed exclusively at researchers at publicly funded research institutions and universities as well as non-commercial academies, galleries, libraries, archives and museums in Germany. No contract is required to publish the data and no fees are charged. The upload, organization, annotation and curation of the research data as well as the peer review process (as an optional step) and finally the publication are the responsibility of the researchers.
FAIRsharing.f6714c	Copernicus Atmosphere Monitoring Service Portal	The CAMS portal offers access to the reference products generated by the Copernicus Atmosphere Monitoring Service that are derived from Sentinel reference products (Sentinel 5p primarily) along with other satellite and ground-based observations. The CAMS portal is intended to support businesses, policy makers and scientists concerning the composition of our atmosphere.
FAIRsharing.f69e96	FAIA - FAIR AI Attribution	FAIA - FAIR AI Attribution is an open framework for the machine-readable and persistent disclosure of AI involvement in content. It gives creators, publishers, and AI system providers a standardised, verifiable way to declare how, and to what degree, AI contributed to a piece of content. FAIA defines three complementary elements:  1) Attribution flags signalling the overall level of AI involvement: human-created (HCC), AI-assisted (AAC), and AI-generated (AIG). 2) Activity codes describing the specific role AI played in the content lifecycle, including media-independent FAIA codes and domain-specific codes such as the STM classification for academic manuscript preparation. 3) Optional system attribution identifying the AI system and version involved.  These elements are published as a formal ontology and vocabulary, modelled as SKOS concepts and serialised in Turtle, with persistent identifiers resolved through w3id.org. The semantic artifacts are maintained on Github (https://github.com/faia-framework) and released on Zenodo (https://doi.org/10.5281/zenodo.21293230). More information can be found in the white paper: https://doi.org/10.5281/zenodo.20083768
FAIRsharing.f6a50d	Models of Infectious Disease Agent Study Ontology	The MIDAS Ontology file is a formal ontology written in the Web Ontology Language for description of datasets, software, and other digital objects curated in the MIDAS Catalog. The ontology builds off of existing relevant ontologies such as Apollo-SV, adding terms for topics covered in different resources reviewed by the MIDAS Coordination Center team. The MIDAS ontology includes terms for the biological scale (from molecular to population), the type of artifact (including catalogs, dashboards, data sets, repositories, and software), and topics covered in infectious disease modeling research, including case counts, behavior, control strategies, health system capacity, seroprevalence, pathogens, wastewater, and many others.
FAIRsharing.f6ab71	miRNAverse	miRNAverse is a manually curated registry of information about miRNA databases and other data sources. It was created to help researchers in biological and biomedical science to find and use such resources.
FAIRsharing.f6f1cd	European and Mediterranean Plant Protection Organization Global Database	The European and Mediterranean Plant Protection Organization Global Database (EPPO) GD provides all pest-specific information that has been produced or collected by EPPO. Data includes plant and pest species (such as scientific names, synonyms, common names in different languages, taxonomic position, EPPO codes and geographic distribution), EPPO datasheets and PRA reports, and images.
FAIRsharing.f711e5	CanPath Portal	The Canadian Partnership for Tomorrow's Health (CanPath) Portal provides the research community with the necessary resources to identify epidemiological and biological data available from six participating cohorts to answer innovative research questions.
FAIRsharing.f72d5e	Eurac Research - STAC	A centralized STAC-compliant catalog of Eurac Research designed to facilitate the discovery, access, and use of Earth Observation datasets. It supports spatial and metadata-driven search, ensuring interoperability, scalability, and integration with a wide range of geospatial data processing and analysis tools using stac-fastapi-pgstac 3.0.2.
FAIRsharing.f7311f	NCES Data Collection Programs	The National Center for Education Statistics (NCES) collects and reports information on the academic performance of the nation's students as well as the literacy level of the adult population. The National Assessment of Educational Progress (NAEP) is NCES' primary assessment of what American elementary/secondary students know and can do in academic subjects.
FAIRsharing.f73143	Research Organization Registry ID Schema	The Research Organization Registry (ROR) ID schema is the specification of the identifier for institutions in ROR. ROR is a global, community-led registry of open persistent identifiers for research organizations. ROR makes it easy for anyone or any system to disambiguate institution names and connect research organizations to researchers and research outputs.
FAIRsharing.f74c9d	Ecosystem for Multi-modal Brain-behavior Experimentation and Research	EMBER is the BRAIN Initiative data archive for multi-modal neurophysiological and behavioral data, supporting the NIH Brain Behavior Quantification and Synchronization (BBQS) Program.
FAIRsharing.f74d65	Fairdata.fi	Fairdata services are part of the digital preservation services offered by the Ministry of Education and Culture, Finland (“Minedu”). The Fairdata services support the research process and management of digital data with some of the components described in the Framework for Open Science and Research.
FAIRsharing.f778c3	Open Government Data Platform India	The Open Government Data Platform India (OGD) is intended to be used as catalog of datasets published by ministries/ department/ organizations of Government of India for public use, in order to enhance transparency in the functioning of the Government as well as to make innovative visualization of dataset. This National Data Portal is being updated frequently to make it as accessible as possible and completely accessible to all irrespective of physical challenges or technology.
FAIRsharing.f7a63c	Earth Prints Open Archive	The Earth Prints archive contains a variety of Earth Science research outputs to improve dissemination and impact of research findings and to document research efforts, including pre-, post-, and re-prints of scientific papers, conference papers, posters, extended abstracts, theses, reports, books and book chapters, magazine articles, web products and original software, project descriptions, and other published or unpublished documents. All languages are supported, but English title and abstract are mandatory.
FAIRsharing.f7e006	COSYNA data web portal	The COSYNA observatory measures key physical, sedimentary, geochemical and biological parameters at high temporal resolution in the water column and at the sediment and atmospheric boundaries. COSYNA delivers spatial representation through a set of fixed and moving platforms, like tidal flats poles, FerryBoxes, gliders, ship surveys, towed devices, remote sensing, etc.. New technologies like underwater nodes, benthic landers and automated sensors for water biogeochemical parameters are further developed and tested. A great variety of parameters is measured and processed, stored, analyzed, assimilated into models and visualized.
FAIRsharing.f7ec51	Pathoplexus	Pathoplexus is an open-source database designed to enhance the sharing and analysis of human viral pathogen genomic data. Developed in response to the growing need for specialized viral databases, Pathoplexus aims to offer the features needed for the research community to share and explore datasets for viruses of public health importance. By leveraging new open-source software, Pathoplexus provides a robust and user-friendly platform for scientists and public health professionals. One of the key features of Pathoplexus is its flexible data sharing options. Users can choose to share their data openly or with time-limited protections to ensure proper attribution and safeguard their contributions. After a specified period, all data becomes openly accessible through INSDC-member databases. Data on Pathoplexus consists of both data directly submitted to Pathoplexus (which users can choose to keep protected for a period of time, or make open straight away) and data from INSDC-member databases.
FAIRsharing.f7hyf3	NERC EDS Environmental Information Data Centre	The Environmental Information Data Centre (EIDC) is a NERC Data Centre hosted by the UK Centre for Ecology & Hydrology (UKCEH). The EIDC manages nationally-important datasets concerned with the terrestrial and freshwater sciences.
FAIRsharing.f7p410	RunMyCode	RunMyCode is an online repository allowing people to share code and data associated with scientific publications. Its goal is to allow members of the academic community to replicate scientific results and to demonstrate the robustness of published code.
FAIRsharing.f7ymbr	Ontology of Liver for Radiology	This resource is no longer available because its underlying source material is not in scope for FAIRsharing.
FAIRsharing.f82056	SeaDataNet Data Products catalogue	"SeaDataNet provides different types of data products from its database: •	harmonised and quality controlled aggregated datasets (ODV collections of all SeaDataNet measurements of temperature and salinity by sea basins) •	derived climatologies (regional gridded field products based on the aggregated datasets) Both types of data products are created for all the European sea basins, namely: Arctic Ocean, Baltic Sea, Black Sea, Mediterranean Sea, North Atlantic, and North Sea. The aggregated datasets are provided as ODV (https://www.seadatanet.org/Software/ODV) data collections, while the climatology gridded fields are provided in NetCDF files. Each SeaDataCloud product is described in a Product Information Document (PIDoc) that can be accessed from the product’s landing page. Product PIDoc contains detailed information about the product: the data source, statistics on spatial and temporal data coverage, information about quality procedures, applied methods and tools used, comparison with previous versions, information about validation procedures and so on. Example of DOI (landing page) : https://doi.org/10.12770/2a2aa0c5-4054-4a62-a18b-3835b304fe64 Example of PIDoc : https://archimer.ifremer.fr/doc/00658/77059/"
FAIRsharing.f83e4b	Ontologies of Linguistic Annotation	The Ontologies of Linguistic Annotations (OLiA) provide an OWL/DL taxonomy of data categories as a reference for linguistic annotation (OLiA Reference Model), plus OWL/DL models for a large number of annotation schemes (OLiA Annotation Models) and their relationship to reference data categories (OLiA Linking Models).
FAIRsharing.f84009	Union List of Artist Names	The Union List of Artist Names (ULAN) contains names, relationships, notes, sources, and biographical information for artists, architects, firms, studios, repositories, patrons, and other individuals and corporate bodies, both named and anonymous. Names are included when they are required for the documentation, collection, and discovery of information about art, architecture, and other material culture where the works are of the type collected by art museums and other repositories for visual cultural heritage, or that are architecture. The ULAN is one of 5 Getty Vocabularies intended to provide terminology and other information about the objects, artists, concepts, and places important to various disciplines that specialize in art, architecture, and other material culture.
FAIRsharing.f85eb7	Planetary Data System	The Planetary Data System (PDS) is a long-term archive of digital data products returned from NASA's planetary missions, and from other kinds of flight and ground-based data acquisitions, including laboratory experiments. But it is more than just a facility - the archive is actively managed by planetary scientists to help ensure its usefulness and usability by the world wide planetary science community.
FAIRsharing.f8cd83	Climate and Forecast Standard Names Parameter Vocabulary	The Climate and Forecast Standard Names Parameter Vocabulary (CF Standard Names) is intended for use with climate and forecast data in the atmosphere, surface and ocean domains. The CF Standard Names are the list of standard names used by the CF conventions. The list includes the units recommended for each standard name (most common prefixes can be used with the units, e.g. kilo (k), hecto (h), Mega (M), etc). If a standard_name metadata attribute is associated with a data variable, its value must be chosen from the list published in the standard name table. It is not compulsory within the CF conventions to assign a standard name to a data variable, but including one helps data users to understand the contents of a netCDF file. A CF standard name is not a netCDF variable name, but instead a value for the standard_name variable attribute. A standard_name attribute identifies the physical quantity of a variable.
FAIRsharing.f8da1d	Verisav Digital Product Passport Vocabulary	Vocabulary for Digital Product Passports (DPP) managing product lifecycle, warranties, repairs, and compliance with European regulations (ESPR EU 2024/1781). Aligned with GS1 Digital Link standards, including GTIN, GLN, granularity levels (model/batch/serial) and compound identifier support for circular economy initiatives.
FAIRsharing.f8e156	APICURON	APICURON is a database to credit and acknowledge the work of biocurators, it collects and aggregates biocuration events from third party resources and generates achievements and leaderboards.
FAIRsharing.f8pqxt	GenomeTraFaC	GenomeTraFaC is a database of conserved regulatory elements obtained by systematically analyzing the orthologous set of human and mouse genes. It mainly focuses on all of the high-quality mRNA entries of mouse and human genes in the Reference Sequence (RefSeq) database of the NCBI.
FAIRsharing.f8qafw	Annmap	Annmap is a genome browser that includes mappings between genomic features and Affymetrix microarrays. This resource has been marked as Uncertain because its project home can no longer be found. Please get in touch if you have any information about this resource.
FAIRsharing.f907d4	Ulster University Research Portal	Ulster University Research Portal is Ulster University’s digital repository of research material created by Ulster University’s researchers. The online portal showcases the research and scholarly output of the university across all subjects and disciplines. The primary aim of UU Research Portal is to increase the impact of the university's research, share knowledge and provide a mechanism for Open Access.
FAIRsharing.f91518	GlobalFungi	GlobalFungi is a collection and validation of data published on the composition of fungal communities in terrestrial environments including soil and plant-associated habitats. Users can search for individual sequences, fungal species hypotheses, species or genera, to get a visual representation of their distribution in the environment and to access and download sequence data and metadata. In addition, the user interface also allows authors to submit data from studies not yet covered and in this way to help to build the resource for the community of researchers in systematics, biogeography, and ecology of fungi.
FAIRsharing.f94905	Eukaryotic Pathogen, Vector and Host Informatics Resource	The Eukaryotic Pathogen, Vector and Host Informatics Resource (VEuPathDB) focuses on eukaryotic pathogens and invertebrate vectors of infectious diseases, , encompassing data from prior resources devoted to parasitic species (EuPathDB), fungi (FungiDB) and vector species (VectorBase). While each of the taxonomic groups within this resource is supported by a taxon-specific database built upon the same infrastructure, the EuPathDB portal offers an entry point to all of these resources, and the opportunity to leverage orthology for searches across genera.
FAIRsharing.f9a62c	WOVOdat	WOVOdat is a comprehensive global database on volcanic unrest aimed at understanding pre-eruptive processes and improving eruption forecasts. WOVOdat is brought to you by WOVO (World Organization of Volcano Observatories) and presently hosted at the Earth Observatory of Singapore.
FAIRsharing.f9c282	PSLC DataShop	PSLC DataShop is a central data repository and web-based platform developed by Carnegie Mellon University for learning science research. It stores fine-grained data about students’ interactions with educational technologies such as intelligent tutoring systems, online courses, and learning games.
FAIRsharing.f9de28	Eurac Research - openEO - backend	The Eurac Research backend provides Earth Observation (EO) data available for processing using OGC WC(P)S and the open data cube.
FAIRsharing.f9e697	PsychArchives	PsychArchives is a disciplinary repository for psychological science and neighboring disciplines. Accommodating 20 different digital research object (DRO) types, including articles, preprints, research data, code, supplements, preregistrations, tests and multimedia objects, PsychArchives provides a digital space that integrates all research-related content relevant to psychology. PsychArchives is committed to the FAIR principles, facilitating the findability, accessibility, interoperability and reusability of research and research data.
FAIRsharing.f9f41f	REXdb	REXdb is a comprehensive reference database specifically designed for the study of transposable element protein domains. It plays a crucial role in the analysis of repetitive sequences in genomic data.
FAIRsharing.fa00de	Federal Reserve Economic Data	The Federal Reserve Economic Data (FRED) is an online database consisting of hundreds of thousands of economic data time series from scores of national, international, public, and private sources.
FAIRsharing.fa1aa4	University of Bath Research Data Archive	The University of Bath Research Data Archive is the institutional repository for research data produced by researchers at the University of Bath. It preserves, manages, and shares datasets that support published research, making them discoverable through standardized metadata and persistent identifiers (DOIs). The repository promotes long-term preservation, research transparency, and data reuse while supporting both open and controlled access where appropriate.
FAIRsharing.fa2cf3	Resource Identification Portal	The Resource Identification Portal was created in support of the Resource Identification Initiative, which aims to promote research resource identification, discovery, and reuse. The portal offers a central location for obtaining and exploring Research Resource Identifiers (RRIDs) - persistent and unique identifiers for referencing a research resource. A critical goal of the RII is the widespread adoption of RRIDs to cite resources in the biomedical literature and other places that reference their generation or use. RRIDs use established community identifiers where they exist, and are cross-referenced in the RII system where more than one identifier exists for a single resource.
FAIRsharing.fa3c0f	Ocean Data Explorer	The Ocean Data Explorer allows scientists, managers, and the general public to discover and access information including real-time conditions, operational and research forecasts, satellite observations, and other spatially referenced datasets that describe the regional biological, chemical, and physical characteristics. A number of functions are available including custom comparisons of datasets, instrument metadata and provenance information, and dataset download in a variety of formats.
FAIRsharing.fa62df	Banque de données du CDSP	"The French Center for Socio-Political Data is jointly operated and financed by Sciences Po, one of the leading SSH French universities, and the French Center for National Research (CNRS). Acting since 2005 as a Support and Research Unit (UAR), one of the center’s main missions has been to serve the French and international SSH communities by facilitating the reuse of surveys and data, both quantitative and qualitative, in the fields of sociology and political science. The main themes of the CDSP data repository, called “Banque de données of the CDSP” are: political attitudes and behaviour, gender, family, immigration, school, health, cultural practices, new technologies, etc. The CDSP Databank is CoreTrustSeal certified. The CDSP operates a manual curation of the data up to the level of the variable, using the Data Documentation Initiative (DDI) standard. The CDSP is one of the authoritative data sources concerning French elections, providing ballot results 1958 to 2012, making them available both to the research community and to the general public. The center also curates SSH surveys like, for example, the French data of the Comparative Study of Electoral Systems (CSES). Data collected with the online probabilistic French panel managed by the CDSP, ELIPSS (Longitudinal Internet Studies for Social Sciences) are also curated and disseminated in the Banque de données of the CDSP for the scientific community. The Banque de données of the CDSP’s data is referenced on the French ISIDORE portal, on the European CESSDA Data Catalog and on OpenAire|Explore. Note that you can access an english version of the resource by choosing ""english"" in the top right menu."
FAIRsharing.fa723e	MIT GeoData Repository	The MIT Geodata Repository provides easy access to a large amount of data held by MIT GIS Services.
FAIRsharing.fa85ba	MetaPhOrs	MetaPhOrs is a web server that integrates phylogenetic information from different sources to provide orthology and paralogy relationships based on a common phylogeny-based predictive algorithm and associated with a consistency-based confidence score.
FAIRsharing.fa9ccb	Satellog	Satellog is a database that catalogs all pure 1-16 repeat unit satellite repeats in the human genome along with supplementary data. Satellog analyzes each pure repeat in UniGene clusters for evidence of repeat polymorphism.
FAIRsharing.fae0ef	CLARIN:EL	CLARIN:EL is the Greek national catalogue of language resources, tools, and web services, and part of the CLARIN research infrastructure. It aggregates metadata from a network of institutional repositories, providing searchable access to datasets, language processing tools, and related services for linguistic and digital humanities research.
FAIRsharing.faej7j	Phallusia mammillata Anatomy and Development Ontology	The first ontology describing the anatomy and the development of Phallusia mammillata.
FAIRsharing.fajtj3	Biorefinery	The Biorefinery ontology (BIOREFINERY) is dedicated to the determination of the best match treatment-biomass allowing the achievement of best constituent extraction yields with minimum environmental impact. It describes characteristics of biomass relevant for bio-refinery and unitary operations to transform biomass in glucose.
FAIRsharing.farr39	G Protein-Coupled Receptor BioAssays Ontology	The G protein-coupled receptors (GPCRs) ontology describes pharmacology, biochemistry and physiology of these important and therapeutically promising class of academic and pharmaceutical research targets. Incorporation and comparison of various small molecule screening data sets, such as those deposited in PubChem, ChEMBL, KEGG, PDSP, and/or IUPHAR databases, requires a formalized electronic organization system. In order to bridge the gap between the overflow of HTS data and the bottleneck of integrated analysis tools, herein, we provide the first comprehensive GPCR ontology. The development and utility of GPCR ontology was based on previously developed BioAssay Ontology (BAO). The GPCR ontology contains information about biochemical, pharmacological, and functional properties of individual GPCRs as well as GPCR-selective ligands inclusive of their HTS screening results and other records. This ontology aims to model the relationship between the GPCR binding sites and their physiologic and pharmacologic role in physiology via small molecule chemical structures.
